,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Silvio Proto,BEL,G,1.84,72,23-05-83,Charleroi,La Louvière,Anderlecht,2015,Belgian
2,2,Rafael Galhardo,BRA,D,1.76,70,30-10-91,Nova Friburgo,Santos,Anderlecht,2015,Belgian
3,3,Olivier Deschacht,BEL,D,1.85,75,16-02-81,Gent,Lokeren,Anderlecht,2015,Belgian
4,4,Kara Mbodji,SEN,D,1.92,85,11-11-89,Ndiass,KRC Genk,Anderlecht,2015,Belgian
7,7,Andy Najar,HON,M,1.70,68,16-03-93,Santa Cruz,DC United,Anderlecht,2015,Belgian
8,8,Stéphane Badji,SEN,M,1.80,75,29-05-90,Ziguinchor,İstanbul Başakşehir,Anderlecht,2015,Belgian
9,9,Matías Suárez,ARG,F,1.76,69,09-05-88,La Falda,Belgrano (Córdoba),Anderlecht,2015,Belgian
10,10,Dennis Praet,BEL,M,1.74,65,14-05-94,Leuven,KRC Genk,Anderlecht,2015,Belgian
11,11,Filip Djuričić,SRB,M,1.76,72,30-01-92,Obrenovac,Benfica,Anderlecht,2015,Belgian
14,14,Bram Nuytinck,NED,D,1.83,75,04-05-90,Malden,NEC Nijmegen,Anderlecht,2015,Belgian
16,16,Steven Defour,BEL,M,1.73,64,15-04-88,Mechelen,FC Porto,Anderlecht,2015,Belgian
17,17,Ibrahima Conté,GUI,M,1.77,61,03-04-91,Conakry,Zulte-Waregem,Anderlecht,2015,Belgian
18,18,Frank Acheampong,GHA,F,1.69,65,16-10-93,Accra,Buriram U,Anderlecht,2015,Belgian
19,19,Oswal Álvarez,COL,F,1.76,87,11-06-95,Maicao,Academia,Anderlecht,2015,Belgian
21,21,Fabrice N'Sakala,COD,D,1.78,69,21-07-90,Le Blanc-Mesnil,Troyes,Anderlecht,2015,Belgian
23,23,Frank Boeckx,BEL,G,1.80,74,27-09-86,Aarschot,Royal Antwerp,Anderlecht,2015,Belgian
24,24,Michaël Heylen,BEL,D,1.87,84,03-01-94,Antwerp,None,Anderlecht,2015,Belgian
26,26,Idrissa Sylla,GUI,F,1.87,75,03-12-90,Conakry,Zulte-Waregem,Anderlecht,2015,Belgian
27,27,Mahmoud Hassan,EGY,M,1.76,72,01-10-94,Kafr el-Sheikh,Al-Ahly [EGY],Anderlecht,2015,Belgian
28,28,Alexander Büttner,NED,D,1.76,72,11-02-89,Doetinchem,Dynamo Moscow,Anderlecht,2015,Belgian
