,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Silvio Proto,BEL,G,1.84,72,23-05-83,Charleroi,La Louvière,Anderlecht,2013,Belgian
2,2,Fabrice N'Sakala,FRA,D,1.78,69,21-07-90,Le Blanc-Mesnil,Troyes,Anderlecht,2013,Belgian
3,3,Olivier Deschacht,BEL,D,1.85,75,16-02-81,Gent,Lokeren,Anderlecht,2013,Belgian
6,6,Demy de Zeeuw,NED,M,1.74,71,26-05-83,Apeldoorn,Spartak Moscow,Anderlecht,2013,Belgian
8,8,Luka Milivojević,SRB,M,1.83,75,07-04-91,Kragujevac,Crvena Zvezda,Anderlecht,2013,Belgian
9,9,Matías Suárez,ARG,F,1.76,69,09-05-88,La Falda,Belgrano (Córdoba),Anderlecht,2013,Belgian
10,10,Dennis Praet,BEL,M,1.74,65,14-05-94,Leuven,KRC Genk,Anderlecht,2013,Belgian
11,11,David Pollet,BEL,F,1.88,79,12-08-88,Le Bassée,Charleroi,Anderlecht,2013,Belgian
12,12,Andy Najar,HON,M,1.70,68,16-03-93,Santa Cruz,DC United,Anderlecht,2013,Belgian
13,13,Thomas Kaminski,BEL,G,1.88,70,23-10-92,Dendermonde,OH Leuven,Anderlecht,2013,Belgian
14,14,Bram Nuytinck,NED,D,1.83,75,04-05-90,Malden,NEC Nijmegen,Anderlecht,2013,Belgian
15,15,Gohi Bi Cyriac,CIV,F,1.74,66,15-08-90,Daloa,Standard Liège,Anderlecht,2013,Belgian
16,16,Cheikhou Kouyaté,SEN,M,1.89,75,21-12-89,Dakar,FC Brussels,Anderlecht,2013,Belgian
17,17,Massimo Bruno,BEL,M,1.77,66,17-09-93,Boussu,Charleroi,Anderlecht,2013,Belgian
18,18,Frank Acheampong,GHA,F,1.69,65,16-10-93,Accra,Buriram U,Anderlecht,2013,Belgian
19,19,Sacha Kljestan,USA,M,1.85,68,09-09-85,Huntington Beach,Chivas USA,Anderlecht,2013,Belgian
22,22,Chancel Mbemba,COD,D,1.82,80,08-08-94,Kinshasa,None,Anderlecht,2013,Belgian
23,23,Xavier Gies,BEL,G,,,27-12-96,,None,Anderlecht,2013,Belgian
26,26,Mulopo Kudimbana,COD,G,1.90,94,21-01-87,Boma,Oostende,Anderlecht,2013,Belgian
30,30,Guillaume  Gillet,BEL,M,1.86,77,09-03-85,Liège,KAA Gent,Anderlecht,2013,Belgian
31,31,Youri Tielemans,BEL,M,1.76,72,07-05-97,Sint-Pieters-Leeuw,None,Anderlecht,2013,Belgian
32,32,Leander Dendoncker,BEL,M,1.88,79,15-04-95,Passendale,Club Brugge,Anderlecht,2013,Belgian
33,33,Davy Roef,BEL,G,1.87,84,06-02-94,Antwerp,None,Anderlecht,2013,Belgian
34,34,Nabil Jaadi,MAR,M,1.78,69,01-07-96,Brussels,None,Anderlecht,2013,Belgian
35,35,Samy Bourard,BEL,M,1.75,64,10-07-96,,None,Anderlecht,2013,Belgian
36,36,Oswal Álvarez,COL,F,1.76,87,11-06-95,Maicao,Academia,Anderlecht,2013,Belgian
38,38,Andy Kawaya,BEL,F,1.75,70,23-08-96,Brussels,None,Anderlecht,2013,Belgian
39,39,Anthony Vanden Borre,BEL,D,1.85,80,24-10-87,Likasi,KRC Genk,Anderlecht,2013,Belgian
41,45,Aleksandar Mitrović,SRB,F,1.89,82,16-09-94,Belgrade,Partizan Belgrade,Anderlecht,2013,Belgian
42,70,Ronald Vargas,VEN,M,1.74,76,02-12-86,Guatire,Club Brugge,Anderlecht,2013,Belgian
2,2,Koenraad Hendrickx,BEL,D,1.87,79,26-05-93,,KAA Gent,Cercle Brugge,2013,Belgian
4,4,Bart Buysse,BEL,M,1.78,70,16-10-86,Brugge,Club Brugge,Cercle Brugge,2013,Belgian
5,5,Nuno Reis,POR,D,1.81,76,31-01-91,Murten/Morat,Sporting CP,Cercle Brugge,2013,Belgian
6,6,Arnar Vidarsson,ISL,M,1.79,77,15-03-78,Reykjavik,FC Twente,Cercle Brugge,2013,Belgian
7,7,Tim Smolders,BEL,F,1.91,79,26-08-80,Geel,KAA Gent,Cercle Brugge,2013,Belgian
8,8,Hans Cornelis,BEL,D,1.79,72,13-10-82,Eeklo,KRC Genk,Cercle Brugge,2013,Belgian
10,10,Michael Okechukwu Uchebo,NGA,F,1.94,86,27-09-90,Enugu,VVV Venlo,Cercle Brugge,2013,Belgian
11,11,Gaël Etock,CMR,F,1.84,77,05-07-93,Douala,Sporting CP,Cercle Brugge,2013,Belgian
12,12,Frederik Boi,BEL,M,1.85,69,25-10-81,Brugge,OH Leuven,Cercle Brugge,2013,Belgian
16,16,Miguel Van Damme,BEL,G,1.80,78,25-09-93,,Maldegem,Cercle Brugge,2013,Belgian
17,17,Jilke Deconinck,BEL,M,1.75,70,09-01-95,,None,Cercle Brugge,2013,Belgian
18,18,Joris Delle,FRA,G,1.90,84,29-03-90,Briey,Nice,Cercle Brugge,2013,Belgian
20,20,Ismaïla N'Diaye,FRA,M,1.88,72,22-01-88,Thiaroye-sur-Mer,Kortrijk,Cercle Brugge,2013,Belgian
21,21,Ayron Verkindere,BEL,F,1.83,72,17-05-97,,None,Cercle Brugge,2013,Belgian
24,24,Dennes De Kegel,BEL,D,1.78,68,07-01-94,,KRC Genk,Cercle Brugge,2013,Belgian
26,26,Stef Wils,BEL,M,1.86,78,02-08-82,Vosselaar,KVC Westerlo,Cercle Brugge,2013,Belgian
27,27,Gilles Dewaele,BEL,D,1.80,72,13-02-96,,None,Cercle Brugge,2013,Belgian
28,28,Karel Van Roose,BEL,M,1.86,80,01-04-90,Tielt,None,Cercle Brugge,2013,Belgian
29,29,Jasper Ameye,BEL,D,1.92,81,20-04-94,,None,Cercle Brugge,2013,Belgian
30,30,Kristof D'Haene,BEL,M,1.71,69,06-06-90,Kortrijk,Club Brugge,Cercle Brugge,2013,Belgian
32,32,Alessio Staelens,BEL,M,1.76,71,30-07-94,,None,Cercle Brugge,2013,Belgian
33,33,Mathieu Maertens,BEL,M,1.82,71,27-03-95,,None,Cercle Brugge,2013,Belgian
34,34,Arne Naudts,BEL,F,1.86,80,27-11-93,Gent,None,Cercle Brugge,2013,Belgian
