,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Rubén,ESP,G,1.87,82,22-06-84,La Coruña,Deportivo La Coruña,Anderlecht,2016,Belgian
3,3,Olivier Deschacht,BEL,D,1.86,75,16-02-81,Gent,Lokeren,Anderlecht,2016,Belgian
4,4,Kara Mbodji,SEN,D,1.92,85,11-11-89,Ndiass,KRC Genk,Anderlecht,2016,Belgian
5,5,Uro Spajić,SRB,D,1.86,76,13-02-93,Belgrade,Toulouse,Anderlecht,2016,Belgian
7,7,Andy Najar,HON,M,1.70,68,16-03-93,Santa Cruz,DC United,Anderlecht,2016,Belgian
8,8,Stéphane Badji,SEN,M,1.80,75,29-05-90,Ziguinchor,İstanbul Başakşehir,Anderlecht,2016,Belgian
10,10,Massimo Bruno,BEL,M,1.77,66,17-09-93,Boussu,RB Leipzig,Anderlecht,2016,Belgian
11,11,Alexandru Chipciu,ROU,M,1.75,68,18-05-89,Piteşti,Steaua Bucureşti,Anderlecht,2016,Belgian
12,12,Dennis Appiah,FRA,D,1.79,68,09-06-92,Toulouse,Caen,Anderlecht,2016,Belgian
14,14,Bram Nuytinck,NED,D,1.83,75,04-05-90,Malden,NEC Nijmegen,Anderlecht,2016,Belgian
17,17,Diego Capel,ESP,M,1.73,67,16-02-88,Albox,Genoa,Anderlecht,2016,Belgian
18,18,Frank Acheampong,GHA,M,1.69,65,16-10-93,Accra,Buriram U,Anderlecht,2016,Belgian
22,22,Idrissa Doumbia,CIV,M,1.84,75,14-04-98,Yamoussoukro,ES Bingerville,Anderlecht,2016,Belgian
23,23,Frank Boeckx,BEL,G,1.80,74,27-09-86,Aarschot,Royal Antwerp,Anderlecht,2016,Belgian
24,24,Isaac Kiese Thelin,SWE,F,1.89,83,24-06-92,Örebro,Bordeaux,Anderlecht,2016,Belgian
25,25,Adrien Trebel,FRA,M,1.70,60,03-03-91,Dreux,Standard Liège,Anderlecht,2016,Belgian
31,31,Youri Tielemans,BEL,M,1.76,72,07-05-97,Sint-Pieters-Leeuw,None,Anderlecht,2016,Belgian
32,32,Leander Dendoncker,BEL,M,1.88,79,15-04-95,Passendale,Club Brugge,Anderlecht,2016,Belgian
37,37,Ivan Obradović,SRB,D,1.81,74,25-07-88,Belgrade,Mechelen,Anderlecht,2016,Belgian
41,41,Emmanuel Sowah,GHA,D,1.82,80,16-01-98,,Dreams FC,Anderlecht,2016,Belgian
42,43,Hannes Delcroix,BEL,D,,,28-02-99,Grande Hatte,None,Anderlecht,2016,Belgian
43,45,Mile Svilar,BEL,G,1.89,77,27-08-99,Antwerp,None,Anderlecht,2016,Belgian
44,47,Andy Kawaya,BEL,F,1.75,70,23-08-96,Brussels,None,Anderlecht,2016,Belgian
45,49,Jorn Vancamp,BEL,F,1.83,74,28-10-98,Hoboken,Mechelen,Anderlecht,2016,Belgian
46,50,Liam Bossin,IRL,G,1.91,75,15-06-96,Woluwe,RWS Bruxelles,Anderlecht,2016,Belgian
47,73,Nicolae Stanciu,ROU,M,1.68,63,07-05-93,Craiova,Steaua Bucureşti,Anderlecht,2016,Belgian
