,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Oscar Limia,ARG,G,1.84,80,16-07-75,Avellaneda,Unión (Santa Fe),Arsenal,2014,Argentinian
2,2,José San Román,ARG,D,1.72,70,17-08-88,General San Martín,Godoy Cruz (Mendoza),Arsenal,2014,Argentinian
3,3,Matías Sarulyte,ARG,D,1.89,83,13-03-89,Colón,Estudiantes (LP),Arsenal,2014,Argentinian
4,4,Hugo Nervo,ARG,D,1.83,82,06-01-91,San Nicolás,None,Arsenal,2014,Argentinian
5,5,Iván Marcone,ARG,M,1.78,75,03-06-90,Sarandi,None,Arsenal,2014,Argentinian
6,6,Jorge Curbelo,URU,D,1.85,81,21-12-81,Montevideo,Nacional [URU],Arsenal,2014,Argentinian
7,7,Milton Céliz,ARG,F,1.85,80,25-07-92,Laferrere,None,Arsenal,2014,Argentinian
8,8,Gastón Esmerado,ARG,M,1.82,77,08-02-78,Lanús,Huracán,Arsenal,2014,Argentinian
9,9,Federico Raić,ARG,F,1.94,84,24-03-92,La Plata,Gimnasia y Esgrima (LP),Arsenal,2014,Argentinian
10,10,Julián Cardozo,ARG,M,1.80,74,02-01-92,Lanús,None,Arsenal,2014,Argentinian
11,11,Emilio Zelaya,ARG,F,1.80,71,30-07-87,San Miguel de Tucumán,Rosario Central,Arsenal,2014,Argentinian
12,12,Mauricio Aquino,ARG,G,1.88,70,27-10-93,Jacinto Aráuz,None,Arsenal,2014,Argentinian
13,13,Dany Rosero Valencia,COL,D,1.81,81,06-10-93,Bogotá,None,Arsenal,2014,Argentinian
14,14,Pablo Burzio,ARG,F,1.78,74,03-12-92,Bulnes,Instituto (Córdoba),Arsenal,2014,Argentinian
15,15,Damián Pérez,ARG,M,1.90,78,22-12-88,Lanús,None,Arsenal,2014,Argentinian
16,16,Enzo Prono,PAR,F,1.78,72,27-06-91,Asunción,Sol de América,Arsenal,2014,Argentinian
17,17,Jorge Báez,PAR,M,1.74,73,23-10-90,Asunción,Olimpia [PAR],Arsenal,2014,Argentinian
18,18,Hernán Fredes,ARG,M,1.72,70,27-03-87,Avellaneda,Independiente,Arsenal,2014,Argentinian
19,19,Nicolás Aguirre,ARG,D,1.80,78,27-06-90,Chabas,None,Arsenal,2014,Argentinian
20,20,Christian Chimino,ARG,D,1.78,72,09-02-88,Luján,Ferro Carril Oeste,Arsenal,2014,Argentinian
21,21,Federico Freire,ARG,M,1.84,81,06-11-90,Capital Federal,Catania,Arsenal,2014,Argentinian
22,22,Matías Zaldivia,ARG,D,1.84,87,22-01-91,San Isidro,Chacarita Juniors,Arsenal,2014,Argentinian
