,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Nicolás Cambiasso,ARG,G,1.86,80,02-03-78,Capital Federal,Olimpo (BB),All Boys,2012,Argentinian
4,4,Hernán Grana,ARG,D,1.78,69,12-04-85,Quilmes,Lanús,All Boys,2012,Argentinian
5,5,Dario Stefanatto,ARG,M,1.80,73,03-04-85,Capital Federal,Estudiantes (LP),All Boys,2012,Argentinian
6,6,Carlos Soto,ARG,D,1.73,68,20-01-84,Clorinda,Vélez Sarsfield,All Boys,2012,Argentinian
7,7,Iván Borghello,ARG,F,1.78,75,21-01-83,Paraná,Barcelona [ECU],All Boys,2012,Argentinian
8,8,Fernando Sánchez,ARG,M,1.70,68,20-01-76,Capital Federal,Ben Hur (Rafaela),All Boys,2012,Argentinian
9,9,Mauro Matos,ARG,F,1.80,80,06-08-82,Castelli,Arsenal [ARG],All Boys,2012,Argentinian
10,10,Martín Morel,ARG,M,1.74,75,05-11-80,Rosario,Universitario de Deportes,All Boys,2012,Argentinian
11,11,Emanuel Perea,ARG,M,1.81,78,08-04-85,San Miguel de Tucumán,Santiago Wanderers,All Boys,2012,Argentinian
12,12,Matías Navarrete,ARG,M,1.72,67,07-03-87,Capital Federal,Central Córdoba,All Boys,2012,Argentinian
13,13,Leonel Di Plácido,ARG,D,1.76,72,28-01-94,Capital Federal,None,All Boys,2012,Argentinian
14,14,Oscar Ahumada,ARG,M,1.72,70,31-08-82,Zárate,FC Rostov,All Boys,2012,Argentinian
15,15,Christian Varela,ARG,D,1.78,73,09-06-90,San Justo,None,All Boys,2012,Argentinian
16,16,Javier Soñer,ARG,F,1.74,69,19-03-95,Corrientes,None,All Boys,2012,Argentinian
17,17,Ángel Vildozo,ARG,F,1.78,70,09-12-81,Las Casuarinas,Colegiales,All Boys,2012,Argentinian
18,18,Matías Lequi,ARG,D,1.91,79,13-05-81,Rosario,Rosario Central,All Boys,2012,Argentinian
19,19,Diego Fuentes,ARG,D,1.86,78,19-01-91,Capital Federal,None,All Boys,2012,Argentinian
20,20,Patricio Toranzo,ARG,M,1.78,73,19-03-82,Capital Federal,Racing Club,All Boys,2012,Argentinian
21,21,Juan Semería,ARG,M,1.78,79,11-03-90,Zarate,CADU,All Boys,2012,Argentinian
22,22,Juan Pablo Rodríguez,URU,M,1.71,71,14-06-82,Montevideo,Indios de Ciudad Juárez,All Boys,2012,Argentinian
23,23,Maximiliano Coronel,ARG,D,1.80,80,28-04-89,Morón,River Plate,All Boys,2012,Argentinian
24,24,Santiago Montoya,COL,M,1.73,63,15-09-91,Medellín,None,All Boys,2012,Argentinian
25,25,Elvio Fredrich,ARG,M,1.82,70,25-06-85,Santa Rita,None,All Boys,2012,Argentinian
26,26,Jonathan Ferrari,ARG,D,1.86,79,08-05-87,Capital Federal,San Lorenzo,All Boys,2012,Argentinian
27,27,Lucas Di Grazia,ARG,G,1.86,84,05-03-86,Capital Federal,None,All Boys,2012,Argentinian
28,28,Jonathan Calleri,ARG,F,1.79,75,23-09-93,Capital Federal,None,All Boys,2012,Argentinian
30,30,Francisco Martínez,ARG,D,1.82,78,04-06-90,Ushuaia,None,All Boys,2012,Argentinian
31,31,Nicolás Martínez,ARG,F,1.79,78,19-03-91,,None,All Boys,2012,Argentinian
