,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Sebastián  Torrico,ARG,G,1.86,84,22-02-80,Godoy Cruz,Godoy Cruz (Mendoza),Argentinos Juniors,2009,Argentinian
2,2,Matías  Caruzzo,ARG,D,1.72,76,15-08-84,Capital  Federal,None,Argentinos Juniors,2009,Argentinian
3,3,Gonzalo  Prósperi,ARG,D,1.76,76,28-09-85,Capital Federal,Godoy  Cruz (Mendoza),Argentinos Juniors,2009,Argentinian
4,4,Facundo Alfonso,ARG,D,1.70,71,21-04-88,Capital Federal,None,Argentinos Juniors,2009,Argentinian
5,5,Néstor  Ortigoza,PAR,M,1.80,79,07-10-84,San  Antonio de Padua,None,Argentinos Juniors,2009,Argentinian
6,6,Ignacio  Canuto,ARG,D,1.76,76,20-02-86,Santa Fe,Unión (Santa Fe),Argentinos Juniors,2009,Argentinian
7,7,Gustavo Oberman,ARG,F,1.75,75,25-03-85,Quilmes,CFR Cluj,Argentinos Juniors,2009,Argentinian
8,8,Juan  Mercier,ARG,M,1.85,72,02-02-80,Campana,Platense,Argentinos Juniors,2009,Argentinian
9,9,Nicolás Pavlovich,ARG,F,1.87,82,14-02-78,Balcarce,Banfield,Argentinos Juniors,2009,Argentinian
10,10,Gabriel Hauche,ARG,F,1.68,71,27-11-86,Remedios de Escalada,Temperley,Argentinos Juniors,2009,Argentinian
11,11,Federico Domínguez,ARG,D,1.74,74,13-08-76,Lanús,Nacional [URU],Argentinos Juniors,2009,Argentinian
13,13,Nicolás  Berardo,ARG,D,1.77,63,26-07-90,Rio Cuarto,None,Argentinos Juniors,2009,Argentinian
14,14,Mauro  Bogado,ARG,M,1.70,68,31-05-85,San Martín,None,Argentinos Juniors,2009,Argentinian
15,15,Andrés Romero,ARG,M,1.78,74,21-12-89,Justiniano Posse,None,Argentinos Juniors,2009,Argentinian
16,16,Matías Rotondi,ARG,F,1.71,77,29-01-92,Puerto Iguazú,None,Argentinos Juniors,2009,Argentinian
17,17,Juan  Sabiá,ARG,D,1.76,76,17-12-81,Pergamino,Gimnasia y Esgrima (Jujuy),Argentinos Juniors,2009,Argentinian
18,18,Ismael  Sosa,ARG,F,1.79,70,18-01-87,San Martín,Independiente,Argentinos Juniors,2009,Argentinian
19,19,Andrés Scotti,URU,M,1.81,80,14-12-75,Flores,Rubin Kazan,Argentinos Juniors,2009,Argentinian
20,20,Julián Fernández,ARG,D,1.90,83,18-07-89,El Arañado,Atlético Rafaela,Argentinos Juniors,2009,Argentinian
21,21,Diego García,ARG,F,1.78,71,21-06-84,La Paz,Quilmes,Argentinos Juniors,2009,Argentinian
