,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Nicolás  Navarro,G,"6'03""",13 10,25-03-85,Capital Federal,None,Argentinos Juniors,2007,Argentinian
2,2,Matías  Caruzzo,D,"5'08""",12  00,15-08-84,Capital  Federal,None,Argentinos Juniors,2007,Argentinian
3,3,Pablo  Barzola,D,"6'00""",12  13,17-11-83,San  Martín,Quilmes,Argentinos Juniors,2007,Argentinian
4,4,Leandro  Fleitas,D,"5'11""",12 06,29-12-83,San Martín,None,Argentinos Juniors,2007,Argentinian
5,5,Néstor  Ortigoza,M,"5'11""",12  06,10-07-84,San  Antonio de Padua,None,Argentinos Juniors,2007,Argentinian
6,6,Sergio Escudero,M,"6'05""",12 13,12-04-83,Punta Alta,Independiente,Argentinos Juniors,2007,Argentinian
7,7,Martín  Cabrera,M,"5'09""",10 06,08-08-79,Río  Cuarto,Olimpo (BB),Argentinos Juniors,2007,Argentinian
8,8,Juan  Mercier,M,"6'01""",11 05,02-02-80,Campana,Platense,Argentinos Juniors,2007,Argentinian
9,9,Nicolás Saucedo,F,"6'00""",12 08,08-01-82,Santa Fe,Indios de Ciudad Juárez,Argentinos Juniors,2007,Argentinian
10,10,Nicolás  Gianni,F,"5'09""",11  09,27-09-82,Villa  Adelina,Defensores  de Belgrano,Argentinos Juniors,2007,Argentinian
11,11,Gonzalo  Abán,F,"5'10""",12  01,11-06-87,Rincón,River  Plate,Argentinos Juniors,2007,Argentinian
12,12,Juan  Carrera,G,"6'03""",13  08,10-05-81,Peragamino,None,Argentinos Juniors,2007,Argentinian
13,13,Facundo  Quiroga,F,"6'00""",12  11,16-05-85,Garín,None,Argentinos Juniors,2007,Argentinian
14,14,Álvaro  Pereira Barragán,M,"6'00""",11  11,28-11-85,Montevideo,Quilmes,Argentinos Juniors,2007,Argentinian
15,15,Maximiliano Solá,D,,,,,None,Argentinos Juniors,2007,Argentinian
16,16,Franco  Niell,F,"5'04""",10  03,22-05-83,Trelew,None,Argentinos Juniors,2007,Argentinian
17,17,Juan  Sabiá,D,"5'09""",12  00,17-12-81,Pergamino,Gimnasia y Esgrima (Jujuy),Argentinos Juniors,2007,Argentinian
18,18,Lionel  Coudannes,M,"5'08""",,04-08-84,Capital Federal,None,Argentinos Juniors,2007,Argentinian
19,19,Andrés Scotti,M,"5'11""",12 00,14-12-75,Flores,Rubin Kazan,Argentinos Juniors,2007,Argentinian
20,20,Alejandro Delorte,F,"6'06""",15 06,02-06-78,Cabildo,Olimpo (BB),Argentinos Juniors,2007,Argentinian
21,21,Ariel  Seltzer,D,"5'05""",10  01,03-01-81,Ituzaingó,None,Argentinos Juniors,2007,Argentinian
22,22,Diego  Morales,G,,,16-04-83,Capital Federal,All Boys,Argentinos Juniors,2007,Argentinian
23,23,Andrés  Romero,M,,,14-10-80,Helvecia,Ben Hur (Rafaela),Argentinos Juniors,2007,Argentinian
24,24,Gonzalo  Prósperi,D,"5'10""",,28-09-85,Capital Federal,Godoy  Cruz (Mendoza),Argentinos Juniors,2007,Argentinian
25,25,Carlos  Santibañez,M,"5'06""",09  08,30-08-86,San  Isidro,None,Argentinos Juniors,2007,Argentinian
26,26,Diego Ianiero,D,"6'01""",11 11,29-06-86,Buenos Aires,Saturn Ramenskoe,Argentinos Juniors,2007,Argentinian
27,27,Gabriel Hauche,M,"5'06""",11  03,27-11-86,Remedios de Escalada,Temperley,Argentinos Juniors,2007,Argentinian
28,28,Gabriel  Peñalba,M,"5'08""",10 10,23-09-84,Quilmes,Cagliari,Argentinos Juniors,2007,Argentinian
29,29,Mauro  Bogado,M,"5'07""",10  10,31-05-85,San  Martín,None,Argentinos Juniors,2007,Argentinian
30,30,Roberto  Battión,M,"6'02""",13 05,01-03-82,Santa Fe,Unión (Santa Fe),Argentinos Juniors,2007,Argentinian
31,31,Ovejero  Marcos,F,,,,,None,Argentinos Juniors,2007,Argentinian
32,32,Oscar  Alegre,M,"5'09""",,06-03-86,,None,Argentinos Juniors,2007,Argentinian
33,33,Emanuel  Gigliotti,F,,,,,General Lamadrid,Argentinos Juniors,2007,Argentinian
34,34,Gabriel Pérez Tarifa,F,,,,,None,Argentinos Juniors,2007,Argentinian
1,1,Mario  Cuenca,G,"6'00""",13  05,06-03-75,Del  Campillo,Racing  Club,Arsenal,2007,Argentinian
2,2,Carlos Ruiz,D,"5'10""",11  11,10-11-71,Capital Federal,None,Arsenal,2007,Argentinian
3,3,Gastón Filgueira,D,"5'08""",11 03,08-01-86,Montevideo,Central Español,Arsenal,2007,Argentinian
4,4,Darío  Espínola,D,"6'00""",12 01,15-09-73,Garuapé,None,Arsenal,2007,Argentinian
5,5,Andrés San  Martín,M,"6'00""",12 08,12-04-78,Lomas de Zamora,River  Plate,Arsenal,2007,Argentinian
6,6,Andrés  Yllana,M,"5'11""",11 11,30-07-74,Rawson,Belgrano (Córdoba),Arsenal,2007,Argentinian
7,7,José  Luis Calderón,F,"5'10""",12 01,24-10-70,La Plata,Estudiantes (LP),Arsenal,2007,Argentinian
8,8,Israel Damonte,M,"5'09""",11 05,06-01-82,Salto,Nueva Chicago,Arsenal,2007,Argentinian
9,9,Leonardo  Ulloa,F,"6'02""",,26-07-86,General  Roca,San Lorenzo,Arsenal,2007,Argentinian
