,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Pablo Campodónico,ARG,G,1.84,79,17-10-77,Glew,Platense,Aldosivi (Mar del Plata),2016,Argentinian
2,2,Alan Alegre,ARG,D,1.82,80,03-02-91,Quilmes,Quilmes,Aldosivi (Mar del Plata),2016,Argentinian
3,3,Franco Canever,ARG,D,1.75,69,17-02-89,Córdoba,Atlético Tucumán,Aldosivi (Mar del Plata),2016,Argentinian
4,4,Ismael Quilez,ARG,D,1.79,76,02-10-88,Santa Fe,Quilmes,Aldosivi (Mar del Plata),2016,Argentinian
5,5,Roberto Brum,URU,M,1.74,74,05-07-83,Montevideo,Gimnasia y Esgrima (LP),Aldosivi (Mar del Plata),2016,Argentinian
6,6,Federico León,ARG,D,1.78,70,30-10-84,Resistencia,Deportes Iquique,Aldosivi (Mar del Plata),2016,Argentinian
7,7,Pablo Lugüercio,ARG,F,1.77,79,10-03-82,La Plata,Olimpo (BB),Aldosivi (Mar del Plata),2016,Argentinian
8,8,Jonatan Galván,ARG,M,1.77,69,25-06-92,Mar del Plata,None,Aldosivi (Mar del Plata),2016,Argentinian
9,9,Sebastián Penco,ARG,F,1.83,82,22-09-83,Morón,Once Caldas,Aldosivi (Mar del Plata),2016,Argentinian
11,11,Neri Bandiera,ARG,F,1.72,65,03-07-89,Rosario,Juventud Unida (Gualeguaychú),Aldosivi (Mar del Plata),2016,Argentinian
12,12,Nicolás Ciribe,ARG,G,1.85,80,14-03-95,Arroyo Seco,None,Aldosivi (Mar del Plata),2016,Argentinian
13,13,Ramiro Arias,ARG,D,1.70,63,06-01-93,Trelew,San Lorenzo,Aldosivi (Mar del Plata),2016,Argentinian
14,14,Sebastián Navarro,ARG,M,1.77,72,24-02-88,El Bolsón,Ferro Carril Oeste,Aldosivi (Mar del Plata),2016,Argentinian
15,15,Gastón Díaz,ARG,M,1.75,71,26-03-81,Lomas de Zamora,Tigre,Aldosivi (Mar del Plata),2016,Argentinian
17,17,Ramiro Garay,ARG,M,1.72,74,06-03-97,Castelli,None,Aldosivi (Mar del Plata),2016,Argentinian
18,18,Nicolás Castro,ARG,M,1.80,67,23-01-84,Mina Clavero,Newell's Old Boys,Aldosivi (Mar del Plata),2016,Argentinian
19,19,Leandro Sosa,URU,D,1.77,70,18-03-91,Montevideo,Danubio,Aldosivi (Mar del Plata),2016,Argentinian
20,20,Antonio Medina,ARG,F,1.73,69,18-12-84,Resistencia,Gimnasia y Esgrima (LP),Aldosivi (Mar del Plata),2016,Argentinian
21,21,Joel Acosta,ARG,M,1.77,76,16-01-91,Villa Gobernador Gálvez,Boca Juniors,Aldosivi (Mar del Plata),2016,Argentinian
22,22,Damián Ledesma,ARG,D,1.81,79,21-05-82,Rosario,San Martín (San Juan),Aldosivi (Mar del Plata),2016,Argentinian
23,23,Matías Vega,ARG,G,1.91,79,18-04-86,Rosario,Atlanta,Aldosivi (Mar del Plata),2016,Argentinian
25,25,Nahuel Yeri,ARG,M,1.75,76,25-09-91,Mar del Plata,Banfield,Aldosivi (Mar del Plata),2016,Argentinian
27,27,Lucas Di Yorio,ARG,F,1.90,75,22-11-96,Mar del Plata,None,Aldosivi (Mar del Plata),2016,Argentinian
29,29,Nahuel Pájaro,ARG,M,1.72,68,09-05-97,Mar del Plata,None,Aldosivi (Mar del Plata),2016,Argentinian
