,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Pantelis Kafes,GRE,M,1.80,76,24-06-78,Thessaloniki,Olympiakos,AEK,2009,Greek
2,2,Carlos Araujo,ARG,D,1.77,78,19-11-81,Godoy Cruz,Huracán,AEK,2009,Greek
3,3,Youssouf Hersi,NED,F,1.73,64,20-08-82,Diredawa,FC Twente,AEK,2009,Greek
4,4,Geraldo,POR,D,1.83,77,08-11-80,Póvoa do Varzim,Paços de Ferreira,AEK,2009,Greek
5,5,Daniel  Majstorović,SWE,D,1.90,88,05-05-77,Malmö,Basel,AEK,2009,Greek
6,6,Giorgos Alexopoulos,GRE,D,1.84,82,07-02-77,Athens,Egaleo,AEK,2009,Greek
9,9,Leonardo,BRA,M,1.71,62,22-09-86,Vitória,Levadiakos,AEK,2009,Greek
10,10,Rafik Djebbour,ALG,F,1.85,77,08-03-84,Grenoble,Panionios,AEK,2009,Greek
11,11,Manduca,BRA,F,1.82,76,08-06-80,Urussanga,Benfica,AEK,2009,Greek
12,12,Sanel Jahić,BIH,D,1.85,85,10-12-81,Strasbourg,Aris,AEK,2009,Greek
13,13,Dimitris Koutroumanos,GRE,D,1.77,69,25-02-87,Agrinio,Panaitolikos,AEK,2009,Greek
14,14,Grigoris Makos,GRE,M,1.83,74,18-01-87,Athens,Panionios,AEK,2009,Greek
15,15,Nikos Karabelas,GRE,D,1.80,73,20-12-84,Pyrgos,Aris,AEK,2009,Greek
16,16,Roger Guerreiro,POL,M,1.86,81,25-05-82,São Paulo,Legia Warszawa,AEK,2009,Greek
17,17,Antonis  Rikka,GRE,M,1.85,75,03-03-86,Marseille,Skoda Xanthi,AEK,2009,Greek
18,18,Ismael  Blanco,ARG,F,1.79,75,19-01-83,Santa Elena,Colón (Santa Fe),AEK,2009,Greek
19,19,Panagiotis Lagos,GRE,M,1.82,72,18-07-85,Thessaloniki,Iraklis,AEK,2009,Greek
21,21,Michalis Pavlis,GRE,F,1.70,65,29-09-89,Athens,None,AEK,2009,Greek
22,22,Giannis Arabatzis,GRE,G,1.90,80,28-05-84,Veria,EAP Makrohoriou,AEK,2009,Greek
23,23,Sebastián Saja,ARG,G,1.88,84,05-06-79,La Plata,San Lorenzo,AEK,2009,Greek
24,24,Konstantinos Manolas,GRE,D,1.79,67,14-06-91,Naxos,Thrasivoulos,AEK,2009,Greek
26,26,Seidu Yahaya,GHA,M,1.71,67,31-12-89,Accra,Real Sportive,AEK,2009,Greek
27,27,Milan Lukač,SRB,G,1.97,88,04-10-85,Belgrade,Čukarički,AEK,2009,Greek
28,28,Theodoros  Moschonas,GRE,G,1.97,89,03-12-90,Athens,None,AEK,2009,Greek
29,29,Krisztián  Németh,HUN,F,1.79,70,05-01-89,Győr,Liverpool,AEK,2009,Greek
31,31,Nikos Georgeas,GRE,D,1.74,73,27-12-76,Kalamata,Kalamata,AEK,2009,Greek
32,32,Ignacio Scocco,ARG,F,1.75,71,29-05-85,Hughes,UNAM,AEK,2009,Greek
34,34,Panagiotis Tachtsidis,GRE,M,1.91,86,15-02-91,Nafplio,None,AEK,2009,Greek
41,87,Nicolás  Bianchi Arce,ARG,D,1.88,82,28-01-87,Capital  Federal,San Lorenzo,AEK,2009,Greek
42,90,Savvas Gentsoglou,GRE,D,1.85,75,19-09-90,Alexandroupoli,None,AEK,2009,Greek
43,96,Dimitris Froxylias,CYP,F,1.75,70,28-06-93,Larissa,None,AEK,2009,Greek
1,1,Michalis Sifakis,GRE,G,1.85,80,09-09-84,Arta,Olympaikos,Aris,2009,Greek
2,2,Neto,BRA,D,1.75,67,07-02-81,São José do Rio Preto,Santos,Aris,2009,Greek
3,3,Carlos Arano,ARG,D,1.70,69,06-05-80,Avellaneda,Huracán,Aris,2009,Greek
4,4,Efthimis Koulouheris,GRE,D,1.80,73,10-03-81,Karditsa,Olympiakos,Aris,2009,Greek
5,5,Ronaldo Guiaro,BRA,D,1.86,77,18-02-74,Piracicaba,Santos,Aris,2009,Greek
6,6,Mehdi Nafti,TUN,M,1.79,77,28-11-78,Toulouse,Birmingham C,Aris,2009,Greek
7,7,Toni Calvo,ESP,M,1.71,65,28-03-87,Barcelona,Barcelona B,Aris,2009,Greek
8,8,Ronald García,BOL,M,1.84,76,17-12-80,Santa Cruz de la Sierra,Oriente Petrolero,Aris,2009,Greek
