,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Pantelis Kafes,GRE,M,1.80,76,24-06-78,Thessaloniki,Olympiakos,AEK,2008,Greek
4,4,Geraldo,POR,D,1.83,77,08-11-80,Póvoa do Varzim,Paços de Ferreira,AEK,2008,Greek
5,5,Daniel  Majstorović,SWE,D,1.90,88,05-05-77,Malmö,Basel,AEK,2008,Greek
6,6,Giorgos Alexopoulos,GRE,D,1.84,82,07-02-77,Athens,Egaleo,AEK,2008,Greek
7,7,Juanfran,ESP,D,1.82,73,15-07-76,Valencia,Zaragoza,AEK,2008,Greek
8,8,Tamandani Nsaliwa,CAN,M,1.75,68,28-01-82,Lilongwe,Panionios,AEK,2008,Greek
9,9,Edinho,POR,F,1.85,74,07-07-82,Aveiro,Vitória Setúbal,AEK,2008,Greek
10,10,Rafik Djebbour,ALG,F,1.85,77,08-03-84,Grenoble,Panionios,AEK,2008,Greek
11,11,Manduca,BRA,F,1.82,76,08-06-80,Urussanga,Benfica,AEK,2008,Greek
12,12,Olivier N'Siabamfumu,FRA,M,1.84,77,17-03-86,Meaux,Ascoli,AEK,2008,Greek
13,13,Dimitris Koutroumanos,GRE,D,1.77,69,25-02-87,Agrinio,Panaitolikos,AEK,2008,Greek
16,16,Vasilis Pliatsikas,GRE,M,1.74,73,14-04-88,Agrinio,Xaidari,AEK,2008,Greek
17,17,Antonis  Rikka,GRE,M,1.85,75,03-03-86,Marseille,Skoda Xanthi,AEK,2008,Greek
18,18,Ismael  Blanco,ARG,F,1.79,75,19-01-83,Santa Elena,Colón (Santa Fe),AEK,2008,Greek
19,19,Panagiotis Lagos,GRE,M,1.82,72,18-07-85,Thessaloniki,Iraklis,AEK,2008,Greek
20,20,Nathan Burns,AUS,F,1.78,70,07-05-88,Blayney,Adelaide  U,AEK,2008,Greek
23,23,Sebastián Saja,ARG,G,1.88,84,05-06-79,La Plata,San Lorenzo,AEK,2008,Greek
24,24,Agustín  Pelletieri,ARG,M,1.77,70,17-05-82,Capital  Federal,Lanús,AEK,2008,Greek
25,25,Sotirios  Kyrgiakos,GRE,D,1.92,85,23-07-79,Trikala,Eintracht Frankfurt,AEK,2008,Greek
28,28,Theodoros  Moschonas,GRE,G,1.97,89,03-12-90,Athens,None,AEK,2008,Greek
31,31,Nikos Georgeas,GRE,D,1.74,73,27-12-76,Kalamata,Kalamata,AEK,2008,Greek
32,32,Ignacio Scocco,ARG,F,1.75,71,29-05-85,Hughes,UNAM,AEK,2008,Greek
34,34,Panagiotis Tachtsidis,GRE,M,1.91,86,15-02-91,Nafplio,None,AEK,2008,Greek
41,41,Christos Tripsas,GRE,M,,,13-02-90,Athens,Olympiakos,AEK,2008,Greek
42,46,Stamatis  Kalamiotis,GRE,D,1.83,80,23-04-90,Athens,None,AEK,2008,Greek
43,56,Perparim Hetemaj,FIN,M,1.76,68,12-12-86,Srbica,HJK Helsinki,AEK,2008,Greek
44,77,Jürgen Macho,AUT,G,1.93,88,24-08-77,Vienna,Kaiserslautern,AEK,2008,Greek
45,80,El Hadji  Diouf,SEN,F,1.84,63,20-08-88,Dakar,Xam-Xam,AEK,2008,Greek
46,83,Michalis Pavlis,GRE,F,1.70,65,29-09-89,Athens,None,AEK,2008,Greek
47,84,Giannis Arabatzis,GRE,G,1.90,80,28-05-84,Veria,EAP Makrohoriou,AEK,2008,Greek
48,90,Savvas Gentsoglou,GRE,D,1.85,75,19-09-90,Alexandroupoli,None,AEK,2008,Greek
2,2,Neto,BRA,D,1.75,67,07-02-81,São José do Rio Preto,Santos,Aris,2008,Greek
3,3,Efthimis Koulouheris,GRE,D,1.80,73,10-03-81,Karditsa,Olympiakos,Aris,2008,Greek
4,4,Alejandro Lembo,URU,D,1.88,75,15-02-78,Montevideo,Danubio,Aris,2008,Greek
5,5,Ronaldo Guiaro,BRA,D,1.86,77,18-02-74,Piracicaba,Santos,Aris,2008,Greek
7,7,Toni Calvo,ESP,M,1.71,65,28-03-87,Barcelona,Barcelona B,Aris,2008,Greek
8,8,Ronald García,BOL,M,1.84,76,17-12-80,Santa Cruz de la Sierra,Oriente Petrolero,Aris,2008,Greek
9,9,Thiago Gentil,BRA,F,1.80,69,08-04-80,São Paulo,Figueirense,Aris,2008,Greek
10,10,Koke,ESP,F,1.80,74,27-04-83,Málaga,Marseille,Aris,2008,Greek
11,11,Siston,BRA,M,1.74,71,25-01-81,Rio de Janeiro,Santa Clara,Aris,2008,Greek
12,12,Mario Regueiro,URU,M,1.78,75,14-09-78,Montevideo,Valencia,Aris,2008,Greek
13,13,Michalis Sifakis,GRE,G,1.85,80,09-09-84,Arta,Olympaikos,Aris,2008,Greek
15,15,Nikos Karabelas,GRE,D,1.80,73,20-12-84,Pyrgos,Paniliakos,Aris,2008,Greek
17,17,Piotr Włodarczyk,POL,F,1.86,79,04-05-77,Wałbrzych,Zagłębie Lubin,Aris,2008,Greek
18,18,Javier  Campora,ARG,F,1.74,72,07-01-80,Rosario,Puebla,Aris,2008,Greek
19,19,Thanassis Papazoglou,GRE,F,1.88,76,30-03-88,Thessaloniki,None,Aris,2008,Greek
20,20,Javito,ESP,F,1.74,69,04-11-83,Moraleja,Barcelona B,Aris,2008,Greek
21,21,Valentin  Roberge,FRA,D,1.85,73,09-06-87,Montreuil,Paris St-Germain,Aris,2008,Greek
24,24,Vitolo,ESP,M,1.72,66,09-09-83,Santa Cruz de Tenerife,Racing Santander,Aris,2008,Greek
26,26,Sanel Jahić,BIH,D,1.85,85,10-12-81,Strasbourg,eljezničar,Aris,2008,Greek
29,29,Thanassis Prittas,GRE,M,1.83,78,09-01-79,Thessaloniki,Iraklis,Aris,2008,Greek
30,30,Roberto  Battión,ARG,M,1.88,83,01-03-82,Santa Fe,Argentinos Juniors,Aris,2008,Greek
31,31,Dimitris Karatziovalis,GRE,G,1.80,74,22-07-75,Thessaloniki,Apollon Kalamarias,Aris,2008,Greek
32,32,Kristi Vangieli,ALB,D,1.78,72,05-09-85,Korçë,None,Aris,2008,Greek
33,33,Stavros Labriakos,GRE,F,1.92,89,30-11-75,Thessaloniki,Skoda Xanthi,Aris,2008,Greek
40,40,Stivi Frasheri,ALB,G,1.91,82,29-08-90,Korçë,None,Aris,2008,Greek
41,47,Mavroudis Bougaidis,GRE,D,1.90,75,01-06-93,Thessaloniki,Agrotikos Asteras,Aris,2008,Greek
1,1,Stathis Rokas,GRE,D,1.80,72,18-09-84,Athens,Thrasivoulos,Asteras Tripolis,2008,Greek
3,3,Nikos Stratakis,GRE,M,1.87,80,11-12-83,,Ethnikos Asteras,Asteras Tripolis,2008,Greek
4,4,Fabeta,POR,D,1.89,71,01-04-87,Gens,Gondomar,Asteras Tripolis,2008,Greek
5,5,Manolis Psomas,GRE,D,1.82,77,11-11-78,,Egaleo,Asteras Tripolis,2008,Greek
6,6,Petros Kanakoudis,GRE,M,1.80,70,16-04-84,Veria,Veria,Asteras Tripolis,2008,Greek
7,7,Mauro Milano,ARG,F,1.68,67,18-01-84,Chacabuco,Huracán,Asteras Tripolis,2008,Greek
8,8,Horacio Cardozo,ARG,M,1.73,68,29-11-79,Goya,Estudiantes (LP),Asteras Tripolis,2008,Greek
9,9,Danijel Cesarec,CRO,F,1.84,74,08-01-83,Slavonski Brod,Egaleo,Asteras Tripolis,2008,Greek
10,10,Éder,BRA,F,1.79,71,09-01-87,Campinas,Flamengo,Asteras Tripolis,2008,Greek
11,11,Jean,BRA,D,1.78,76,12-08-83,Canoinhas,Feyenoord,Asteras Tripolis,2008,Greek
12,12,Gabriel Apostolidis,GRE,F,1.80,77,12-01-89,,Doxa Drama,Asteras Tripolis,2008,Greek
13,13,Leonidas Argyropoulos,GRE,D,1.78,68,29-05-90,Corinth,Korinthos,Asteras Tripolis,2008,Greek
14,14,Adrián Bastía,ARG,M,1.78,78,20-12-78,Gobernador Crespo,Racing Club,Asteras Tripolis,2008,Greek
15,15,Flávio,BRA,D,1.80,76,12-03-80,Niterói,Botafogo,Asteras Tripolis,2008,Greek
16,16,Aristotelis Dekidis,GRE,,,,04-10-90,,None,Asteras Tripolis,2008,Greek
17,17,Jaouad Zaïri,TUN,F,1.84,78,17-04-82,Douar Jlalla,Boavista,Asteras Tripolis,2008,Greek
18,18,Fábio Felício,POR,F,1.70,60,02-05-82,Faro,Rubin Kazan,Asteras Tripolis,2008,Greek
20,20,Nikos Lazaridis,GRE,M,1.82,77,12-07-79,Kozani,Panionios,Asteras Tripolis,2008,Greek
24,24,Israel Damonte,ARG,M,1.75,72,06-01-82,Salto,Arsenal [ARG],Asteras Tripolis,2008,Greek
25,25,Ricardo Esteves,POR,D,1.75,68,16-09-79,Lisbon,Marítimo,Asteras Tripolis,2008,Greek
31,31,Lucio Filomeno,ARG,F,1.81,78,08-05-80,Haedo,Nueva Chicago,Asteras Tripolis,2008,Greek
33,33,Marcelão,BRA,D,1.88,87,23-01-81,Caloré,Boavista,Asteras Tripolis,2008,Greek
34,34,Bruno  Uribarri,ARG,D,1.68,65,06-11-86,General Campos,Argentinos Juniors,Asteras Tripolis,2008,Greek
40,40,Giorgios Abaris,GRE,G,1.86,74,23-04-82,Naousa,Iraklis,Asteras Tripolis,2008,Greek
41,48,Nikos Troiris,GRE,M,,,02-12-86,,Pierikos,Asteras Tripolis,2008,Greek
42,55,Sokratis Fitanidis,GRE,D,1.86,79,25-05-84,Thessaloniki,Kalamaria,Asteras Tripolis,2008,Greek
43,79,Nikos Anastasopoulos,GRE,G,1.91,80,05-08-79,Thessaloniki,AEK Larnaca,Asteras Tripolis,2008,Greek
