,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Pantelis Kafes,M,"5'11""",12 00,24-06-78,Thessaloniki,Olympiakos,AEK,2006,Greek
4,4,Vangelis Moras,D,"6'04""",12 04,26-08-81,Larisa,Proodeftiki,AEK,2006,Greek
5,5,Bruno Cirillo,D,"6'02""",12 04,21-03-77,Castellamare di Stabia,Siena,AEK,2006,Greek
6,6,Giorgos Alexopoulos,D,"6'00""",12 13,07-02-77,Athens,Egaleo,AEK,2006,Greek
7,7,Elias Kiriakidis,M,"5'10""",12 00,05-08-85,Athens,Ionikos,AEK,2006,Greek
10,10,Panagiotis Kone,M,"6'00""",11 11,26-07-87,Tirana,Lens,AEK,2006,Greek
11,11,Manduca,F,6'00'',12 00,08-06-80,Urussanga,Benfica,AEK,2006,Greek
12,12,Antonis  Likouris,G,,,,,,AEK,2006,Greek
13,13,Martín Pautasso,D,"5'09""",11 11,17-05-79,Justiniano Posse,Independiente,AEK,2006,Greek
14,14,Stavros Tziortziopoulos,D,"6'01""",12 06,15-08-78,Athens,Panionios,AEK,2006,Greek
15,15,Sokratis Papastathopoulos,D,"6'00""",12 13,09-06-88,Kalamata,Appolon Petalidiou,AEK,2006,Greek
16,16,Akis Zikos,M,"5'10""",12 03,01-06-74,Athens,Monaco,AEK,2006,Greek
17,17,Vladimir Ivić,M,"6'03""",13 05,07-05-77,Zrenjanin,B Mönchengladbach,AEK,2006,Greek
19,19,Panagiotis Lagos,M,"6'00""",11 05,18-07-85,Thessaloniki,Iraklis,AEK,2006,Greek
20,20,Vasilis Pliatsikas,M,"5'09""",11 07,14-04-88,Agrinio,Xaidari,AEK,2006,Greek
22,22,Dionissis Hiotis,G,"6'00""",13 01,04-06-77,Athens,None,AEK,2006,Greek
23,23,Vasilis Lakis,M,"5'10""",11 03,10-09-76,Thessaloniki,Crystal Palace,AEK,2006,Greek
25,25,Emerson,M,"6'00""",14 05,12-04-72,Rio de Janeiro,Skoda Xanthi,AEK,2006,Greek
28,28,Stefano Sorrentino,G,"6'01""",12 13,28-03-79,Cava dei Tirreni,Torino,AEK,2006,Greek
31,31,Nikos Georgeas,D,"5'09""",11 07,27-12-76,Kalamata,Kalamata,AEK,2006,Greek
33,33,Nikos Liberopoulos,F,"6'02""",11 05,04-08-75,Kalamata,Panathinaikos,AEK,2006,Greek
35,35,Pantelis Kapetanos,F,"6'03""",12 13,08-06-83,Ptolemaida,Iraklis,AEK,2006,Greek
40,40,Nikos Kaltsas,M,,,,,,AEK,2006,Greek
41,41,Vassilis  Vallianos,M,,,,,,AEK,2006,Greek
42,55,Traianos Dellas,D,"6'06""",14 09,31-01-76,Thessaloniki,Roma,AEK,2006,Greek
43,56,Perparim Hetemaj,M,5'09'',13 08,12-12-86,Kosovo,HJK Helsinki,AEK,2006,Greek
44,79,Leonidas Kampantais,F,"6'01""",11 11,08-03-82,Athens,Aris,AEK,2006,Greek
45,84,Giannis Arabatzis,G,"6'04""",12 06,28-05-84,Veria,EAP Makrohoriou,AEK,2006,Greek
46,85,Giannis Fysekis,G,"6'03""",12 13,10-10-85,Thessaloniki,Ethnikos Alexandroupolis,AEK,2006,Greek
