,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Alain Baroja,VEN,G,1.83,70,23-10-89,Caracas,Caracas,AEK,2015,Greek
2,2,Aristidis Soiledis,GRE,D,1.82,66,08-02-91,Thiva,Niki Volos,AEK,2015,Greek
4,4,César Arzo,ESP,M,1.81,80,21-01-86,Villarreal,Beitar Jerusalem,AEK,2015,Greek
5,5,Vasilios Lampropoulos,GRE,D,1.85,78,31-03-90,Pyrgos,Panionios,AEK,2015,Greek
6,6,Miguel Ángel Cordero,ESP,M,1.79,72,10-09-87,Lebrija,Xerez,AEK,2015,Greek
7,7,Hélder Barbosa,POR,M,1.72,67,25-05-87,Paredes,Sporting Braga,AEK,2015,Greek
8,8,André Simões,POR,M,1.77,71,16-12-89,Vila Nova de Gaia,Moreirense,AEK,2015,Greek
9,9,Ronald Vargas,VEN,M,1.74,76,02-12-86,Guatire,Balıkesirspor,AEK,2015,Greek
11,11,Vangelis Platellas,GRE,M,1.65,63,01-02-88,Xanthi,Skoda Xanthi,AEK,2015,Greek
12,12,Rodrigo Galo,BRA,D,1.76,66,19-09-86,Rio Branco,Paços de Ferreira,AEK,2015,Greek
13,13,Panagiotis Dounis,GRE,G,1.83,75,29-03-97,Marousi,None,AEK,2015,Greek
14,14,Tomá Pekhart,CZE,F,1.95,91,26-05-89,Suici,Ingolstadt,AEK,2015,Greek
15,15,Stratos Svarnas,GRE,D,1.81,75,11-11-97,Athens,Triglia Rafinas,AEK,2015,Greek
16,16,Ilias Vouras,GRE,G,1.87,80,20-02-88,Thessaloniki,Niki Volos,AEK,2015,Greek
18,18,Jakob Johansson,SWE,M,1.87,86,21-06-90,Trollhättan,IFK Göteborg,AEK,2015,Greek
19,19,Rafik Djebbour,ALG,F,1.85,77,08-03-84,Grenoble,APOEL,AEK,2015,Greek
20,20,Petros Mandalos,GRE,M,1.73,75,31-08-91,Komotini,Skoda Xanthi,AEK,2015,Greek
21,21,Christos Aravidis,GRE,M,1.78,75,13-03-87,Athens,Panionios,AEK,2015,Greek
22,22,Giannis Anestis,GRE,G,1.97,89,09-03-91,Chalkida,Panionios,AEK,2015,Greek
23,23,Dídac,ESP,D,1.86,81,09-06-89,Mataró,Milan,AEK,2015,Greek
24,24,Andreas Vlachomitros,GRE,M,1.73,68,03-07-97,Istiaia,None,AEK,2015,Greek
25,25,Kostas Galanopoulos,GRE,M,1.72,72,28-12-97,Athens,None,AEK,2015,Greek
26,26,Dimitris Kolovetsios,GRE,D,1.84,74,16-10-91,Larissa,PAS Giannina,AEK,2015,Greek
27,27,Michalis Bakakis,GRE,D,1.77,65,18-03-91,Agrinio,Panetolikos,AEK,2015,Greek
30,30,Diego Buonanotte,ARG,M,1.60,56,19-04-88,Teodelina,Granada,AEK,2015,Greek
33,33,Ivan Brečević,CRO,F,1.91,85,28-07-87,Buje,Koper,AEK,2015,Greek
36,36,Bruno Zuculini,ARG,M,1.78,72,02-04-93,Escobar,Manchester C,AEK,2015,Greek
41,55,Adam Tzanetopoulos,GRE,D,1.93,85,10-02-95,Volos,Niki Volos,AEK,2015,Greek
42,77,Stavros Vasilantonopoulos,GRE,D,1.78,62,28-01-92,Egio,Apollon Smyrnis,AEK,2015,Greek
43,81,Antonis Kyriazis,GRE,F,1.85,70,14-04-97,Athens,None,AEK,2015,Greek
44,99,Macauley Chrisantus,NGA,F,1.83,76,20-08-90,Abuja,Sivasspor,AEK,2015,Greek
1,1,Tomá Koický,SVK,G,1.97,93,11-03-86,Bratislava,Novara,Asteras Tripolis,2015,Greek
2,2,Dudu,BRA,M,1.74,71,14-03-89,São Caetano do Sul,São Bernardo,Asteras Tripolis,2015,Greek
3,3,Athanassios Panteliadis,GRE,D,1.78,68,06-09-87,Katerini,Apollon Smyrnis,Asteras Tripolis,2015,Greek
5,5,Konstantinos Triantafyllopoulos,GRE,D,1.85,83,03-04-93,Corinth,Panathinaikos,Asteras Tripolis,2015,Greek
6,6,Fernando Alloco,ARG,D,1.86,88,30-04-86,Paraná,Universitario de Deportes,Asteras Tripolis,2015,Greek
7,7,Pablo Mazza,ARG,D,1.75,69,21-12-87,Pergamino,Douglas Haig (Pergamino),Asteras Tripolis,2015,Greek
8,8,Elini Dimoutsos,GRE,M,1.78,72,18-06-88,Luznja,Atromitos,Asteras Tripolis,2015,Greek
9,9,Cristian Chávez,ARG,M,1.68,69,16-06-86,Pilar,Lanús,Asteras Tripolis,2015,Greek
10,10,Nikos Ioannidis,GRE,F,1.88,80,26-04-94,Remscheid,Olympiakos,Asteras Tripolis,2015,Greek
11,11,Nicolás Fernández,ARG,M,1.71,73,17-11-86,Capital  Federal,La Hoya Lorca,Asteras Tripolis,2015,Greek
13,13,Giorgos Zisopoulos,GRE,M,1.82,72,23-05-84,Katerini,Levadiakos,Asteras Tripolis,2015,Greek
15,15,Khalifa Sankaré,SEN,D,1.90,82,15-08-84,Dakar,Al-Arabi [KUW],Asteras Tripolis,2015,Greek
17,17,Ritchie Kitoko,COD,M,1.77,72,11-06-88,Kinshasa,Udinese,Asteras Tripolis,2015,Greek
18,18,Kostas Giannoulis,GRE,D,1.83,73,09-12-87,Katerini,Olympiakos,Asteras Tripolis,2015,Greek
19,19,Tasos Tsokanis,GRE,F,1.82,78,02-05-91,Chalkida,Apollon Smyrnis,Asteras Tripolis,2015,Greek
20,20,Taxiarchis Fountas,GRE,M,1.68,65,04-09-95,Mesologi,Red Bull Salzburg,Asteras Tripolis,2015,Greek
21,21,Konstantinos Theodoropoulos,GRE,G,1.85,70,27-03-90,Athens,Chania,Asteras Tripolis,2015,Greek
23,23,Facundo Bertoglio,ARG,M,1.71,66,30-06-90,San José de la Esquina,Dynamo Kyiv,Asteras Tripolis,2015,Greek
24,24,Lazaros Velissaris,ESP,M,1.78,70,17-05-96,Sparta,None,Asteras Tripolis,2015,Greek
25,25,Dimitrios Kourbelis,GRE,M,1.82,73,02-11-93,Korakovouni,None,Asteras Tripolis,2015,Greek
27,27,Brian Lluy,ARG,D,1.69,68,25-04-89,Pergamino,Racing Club,Asteras Tripolis,2015,Greek
30,30,Dorin Goian,ROU,D,1.94,83,12-12-80,Suceava,Rangers,Asteras Tripolis,2015,Greek
31,31,Aleksandar Stanisavljević,SRB,M,1.78,74,11-06-89,Pozarevac,Vojvodina,Asteras Tripolis,2015,Greek
33,33,Aggelos Zissis,GRE,D,,,24-02-98,,None,Asteras Tripolis,2015,Greek
37,37,Giorgios Badis,GRE,G,1.88,74,30-04-85,Thessaloniki,Iraklis,Asteras Tripolis,2015,Greek
41,54,Rachid Hamdani,MAR,M,1.76,72,08-04-85,Toul,Apollon Limassol,Asteras Tripolis,2015,Greek
42,62,Walter Iglesias,ARG,M,1.93,80,18-04-85,Rosario,Changchun Yatai,Asteras Tripolis,2015,Greek
43,71,Panagiotis Grosios,GRE,M,,,28-02-97,,None,Asteras Tripolis,2015,Greek
44,86,Ederson,BEL,D,1.86,82,14-01-86,Brusque,Charleroi,Asteras Tripolis,2015,Greek
45,94,Hervaine Moukam,FRA,M,1.66,71,24-05-94,Manjo,Metz,Asteras Tripolis,2015,Greek
46,96,Igor Carioca,BRA,F,1.73,66,21-08-96,Rio de Janeiro,Comercial-SP,Asteras Tripolis,2015,Greek
47,98,Konstantinos Kapetanos,GRE,G,,,12-01-98,,None,Asteras Tripolis,2015,Greek
1,1,Vasilios Barkas,GRE,G,1.96,85,30-05-94,Peristeri,None,Atromitos,2015,Greek
2,2,Giannis Kondoes,GRE,D,1.81,71,24-05-86,Athens,Asteras Tripolis,Atromitos,2015,Greek
3,3,Alexandros Kouros,GRE,D,1.84,79,22-08-93,Politsani,Panionios,Atromitos,2015,Greek
6,6,Sokratis Fitanidis,GRE,D,1.86,79,25-05-84,Thessaloniki,Asteras Tripolis,Atromitos,2015,Greek
7,7,Eduardo Brito,BRA,M,1.78,72,21-09-82,Rio de Janeiro,Apollon Kalamarias,Atromitos,2015,Greek
8,8,Fernando Usero,ESP,M,1.78,78,27-03-84,Puertollano,Asteras Tripolis,Atromitos,2015,Greek
9,9,Cosmin Matei,ROU,M,1.75,66,30-09-91,Târgovişte,Dinamo Bucureşti,Atromitos,2015,Greek
10,10,Javier Umbides,ARG,M,1.73,79,09-02-82,Monte Quemado,Orduspor,Atromitos,2015,Greek
14,14,Anthony Le Tallec,FRA,F,1.84,73,03-10-84,Hennebont,Valenciennes,Atromitos,2015,Greek
16,16,Panagiotis Mpalas,GRE,M,1.78,70,06-09-93,Karditsa,Elpides 1994,Atromitos,2015,Greek
18,18,Milo Stojčev,MNE,M,1.75,74,19-01-87,Belgrade,Sarajevo,Atromitos,2015,Greek
19,19,Kyriakos Kivrakidis,GRE,M,1.81,78,21-07-92,Berlin,Eginiakos,Atromitos,2015,Greek
20,20,Mariano Bíttolo,ARG,M,1.74,65,24-04-90,Morón,Colón (Santa Fe),Atromitos,2015,Greek
21,21,Pape MBow,SEN,D,1.90,74,22-05-88,Guédiawaye,Panthrakikos,Atromitos,2015,Greek
22,22,Pantelis Theologou,GRE,D,1.89,85,07-05-91,Preveza,Kallithea,Atromitos,2015,Greek
24,24,Nikos Lazaridis,GRE,M,1.82,77,12-07-79,Kozani,Aris,Atromitos,2015,Greek
25,25,Mihalis Bastakos,GRE,M,1.92,83,27-07-96,Kalamata,None,Atromitos,2015,Greek
28,28,Spyros Natsos,GRE,M,1.77,70,09-06-98,Preveza,None,Atromitos,2015,Greek
29,29,Dimitris Limnios,GRE,F,1.78,75,27-05-98,Volos,None,Atromitos,2015,Greek
30,30,Andrey Harbunow,BLR,G,1.85,74,25-05-83,Mogilev,BATE,Atromitos,2015,Greek
32,32,Dimitris Grontis,GRE,M,1.73,60,21-08-94,Distomo,AEK,Atromitos,2015,Greek
33,33,Dimitris Papadopoulos,GRE,F,1.77,71,20-10-81,Tashkent,Asteras Tripolis,Atromitos,2015,Greek
34,34,Paul Keita,SEN,M,1.94,85,23-06-92,Dakar,Kalloni,Atromitos,2015,Greek
35,35,Christos Theodorakis,GRE,G,1.85,74,17-09-96,Ioannina,None,Atromitos,2015,Greek
41,86,Chumbinho,BRA,M,1.74,69,21-09-86,Palmares,Qarabağ,Atromitos,2015,Greek
1,1,Huanderson,BRA,G,1.89,83,03-08-83,Goiânia,Rio Ave,Iraklis,2015,Greek
2,2,Michalis Boukouvalas,GRE,D,1.70,67,14-01-88,Panetolio,Kerkyra,Iraklis,2015,Greek
3,3,Giorgos Saramantas,GRE,D,1.76,69,29-01-92,Pyrgos,Paniliakos,Iraklis,2015,Greek
4,4,Aristotelis Karasalidis,GRE,D,1.86,83,03-05-91,Thessaloniki,Niki Volos,Iraklis,2015,Greek
5,5,Dmitrios Stamou,GRE,M,1.83,70,27-04-91,Thessaloniki,PAOK,Iraklis,2015,Greek
6,6,Paschalis Kassos,GRE,M,1.80,75,07-11-91,Drama,Doxa Dramas,Iraklis,2015,Greek
7,7,Kosmas Tsilianidis,GRE,F,1.80,73,09-05-94,Thessaloniki,None,Iraklis,2015,Greek
8,8,Lefteris Intzoglou,GRE,M,1.77,75,03-03-87,Korydallos,Doxa Dramas,Iraklis,2015,Greek
9,9,Emanuel Perrone,ARG,F,1.89,86,14-06-83,Córdoba,Kalloni,Iraklis,2015,Greek
10,10,Diego Romano,ARG,F,1.65,62,02-03-80,Buenos Aires,Ergotelis,Iraklis,2015,Greek
11,11,Nikos Pourtoulidis,GRE,M,1.68,62,07-10-83,Nea Karvali,Niki Volos,Iraklis,2015,Greek
14,14,Giannis Pasas,GRE,M,1.70,65,07-10-90,Agrinio,Panetolikos,Iraklis,2015,Greek
15,15,Costin Lazăr,ROU,M,1.79,67,24-04-81,Bucharest,Panetolikos,Iraklis,2015,Greek
18,18,Ilias Kalfountzos,GRE,M,1.73,65,17-05-98,Larissa,None,Iraklis,2015,Greek
19,19,Pavlos Kyriakidis,GRE,M,1.78,70,03-09-91,Kozani,Zakynthos,Iraklis,2015,Greek
20,20,Emmanuel Zambazis,GRE,M,1.80,66,24-04-97,Toronto,Mississauga SC,Iraklis,2015,Greek
22,22,Sebastián Bartolini,ARG,D,1.89,80,01-02-82,Álvarez,Asteras Tripolis,Iraklis,2015,Greek
25,25,Giannis Loukinas,GRE,F,1.85,76,20-09-91,Athens,Chania,Iraklis,2015,Greek
27,27,Monteiro,POR,F,1.71,69,15-08-88,Porto,AEK Larnaca,Iraklis,2015,Greek
