,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Pantelis Kafes,GRE,M,1.80,76,24-06-78,Thessaloniki,Olympiakos,AEK,2010,Greek
3,3,Cristian Nasuti,ARG,D,1.80,79,06-09-82,San Martín,River Plate,AEK,2010,Greek
4,4,Konstantinos Manolas,GRE,D,1.79,67,14-06-91,Naxos,Thrasivoulos,AEK,2010,Greek
5,5,Traianos Dellas,GRE,D,1.97,96,31-01-76,Thessaloniki,Anorthosis Famagusta,AEK,2010,Greek
6,6,David Mateos,ESP,D,1.90,82,22-04-87,Madrid,Real Madrid,AEK,2010,Greek
7,7,Roger Guerreiro,POL,M,1.86,81,25-05-82,São Paulo,Legia Warszawa,AEK,2010,Greek
8,8,Sanel Jahić,BIH,D,1.85,85,10-12-81,Strasbourg,Aris,AEK,2010,Greek
9,9,Leonardo,BRA,M,1.71,62,22-09-86,Vitória,Levadiakos,AEK,2010,Greek
11,11,Míchel,ESP,M,1.83,72,09-11-85,Pola de Lena,Birmingham C,AEK,2010,Greek
13,13,Claudio Dadomo,URU,M,1.80,78,10-02-82,Montevideo,Cerro,AEK,2010,Greek
14,14,Grigoris Makos,GRE,M,1.83,74,18-01-87,Athens,Panionios,AEK,2010,Greek
15,15,Nikos Karabelas,GRE,D,1.80,73,20-12-84,Pyrgos,Aris,AEK,2010,Greek
17,17,Anestis Argyriou,GRE,D,1.82,75,04-01-88,Veria,Panthrakikos,AEK,2010,Greek
18,18,Ismael  Blanco,ARG,F,1.79,75,19-01-83,Santa Elena,Colón (Santa Fe),AEK,2010,Greek
19,19,Panagiotis Lagos,GRE,M,1.82,72,18-07-85,Thessaloniki,Iraklis,AEK,2010,Greek
20,20,Éder,BRA,F,1.79,71,09-01-87,Campinas,Asteras Tripolis,AEK,2010,Greek
21,21,Pape Bouba Diop,SEN,M,1.84,98,28-01-78,Dakar,Portsmouth,AEK,2010,Greek
22,22,Giannis Arabatzis,GRE,G,1.90,80,28-05-84,Veria,EAP Makrohoriou,AEK,2010,Greek
23,23,Sebastián Saja,ARG,G,1.88,84,05-06-79,La Plata,San Lorenzo,AEK,2010,Greek
24,24,Nathan Burns,AUS,F,1.78,70,07-05-88,Blayney,Adelaide U,AEK,2010,Greek
25,25,Lefteris Intzoglou,GRE,M,1.77,75,03-03-87,Korydallos,Vyzas,AEK,2010,Greek
