,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Andreas Schranz,AUT,G,1.82,85,02-05-79,Leoben,Grazer AK,Austria Kärnten,2009,Austrian
2,2,Marco Salvatore,AUT,D,1.76,77,20-02-86,Schwarzach,Vöcklabruck,Austria Kärnten,2009,Austrian
3,3,Fernando Troyansky,ARG,D,1.77,76,24-11-77,Bahía Blanca,Austria Vienna,Austria Kärnten,2009,Austrian
4,4,Olivér Pusztai,HUN,D,1.84,82,14-10-81,Szombathely,REAC,Austria Kärnten,2009,Austrian
6,6,Thomas Riedl,GER,M,1.74,72,18-06-76,Kaiserslautern,Kaiserslautern,Austria Kärnten,2009,Austrian
7,7,Luka Elsner,SVN,D,1.77,71,02-08-82,Ljubljana,Domale,Austria Kärnten,2009,Austrian
8,8,Admir Medjedović,AUT,F,1.89,83,25-09-85,Mostar,Bad Waltersdorf,Austria Kärnten,2009,Austrian
9,9,Wolfgang Mair,AUT,F,1.72,70,17-02-80,Linz,Austria Vienna,Austria Kärnten,2009,Austrian
11,11,Sandro,BRA,M,1.77,73,19-03-86,Iaçu,Vitória,Austria Kärnten,2009,Austrian
17,17,Leonhard  Kaufmann,AUT,M,1.72,65,12-01-89,Güssing,Sturm Graz,Austria Kärnten,2009,Austrian
18,18,Thomas Hinum,AUT,M,1.81,64,24-07-87,Linz,Union St. Florian,Austria Kärnten,2009,Austrian
19,19,Matthias Dollinger,AUT,M,1.76,68,12-09-79,Klagenfurt,SC Schwanenstadt,Austria Kärnten,2009,Austrian
20,20,Goran Aleksić,CRO,F,1.88,81,05-04-85,,Segesta Sisak,Austria Kärnten,2009,Austrian
21,21,Jocelyn Blanchard,FRA,M,1.82,74,28-05-72,Bethune,Austria Vienna,Austria Kärnten,2009,Austrian
22,22,Georg Blatnik,AUT,G,1.84,79,06-07-92,Klagenfurt,None,Austria Kärnten,2009,Austrian
23,23,Daniel Gramann,AUT,D,1.90,80,06-01-87,Vienna,SCR Altach,Austria Kärnten,2009,Austrian
24,24,Heinz Weber,AUT,G,1.88,88,05-12-76,Vienna,FC Gratkorn,Austria Kärnten,2009,Austrian
25,25,Stephan Hierländer,AUT,M,1.80,70,03-02-91,Villach,None,Austria Kärnten,2009,Austrian
26,26,Michael Sollbauer,AUT,D,1.86,80,15-05-90,Sankt Veit an der Glan,None,Austria Kärnten,2009,Austrian
