,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Patrick Tischler,AUT,G,1.86,80,20-02-87,Hainburg,Schwadorf,Admira Wacker Mφdling,2012,Austrian
2,2,Richard Windbichler,AUT,D,1.81,72,02-04-91,Vienna,None,Admira Wacker Mφdling,2012,Austrian
3,3,Stephan Palla,AUT,D,1.73,70,15-05-89,Innsbruck,Rapid Vienna,Admira Wacker Mφdling,2012,Austrian
4,4,Gernot Plassnegger,AUT,M,1.79,75,23-03-78,Leoben,Ergotelis,Admira Wacker Mφdling,2012,Austrian
5,5,Daniel Drescher,AUT,D,1.90,84,07-10-89,Vienna,None,Admira Wacker Mφdling,2012,Austrian
6,6,Peter Pöllhuber,AUT,D,2.00,82,30-04-85,Salzburg,Austria Lustenau,Admira Wacker Mφdling,2012,Austrian
7,7,Patrik Jeek,CZE,M,1.72,70,28-12-76,Plzeň,Red Bull Salzburg,Admira Wacker Mφdling,2012,Austrian
8,8,Bernhard Schachner,AUT,M,1.77,75,10-01-86,Mödling,Schwadorf,Admira Wacker Mφdling,2012,Austrian
9,9,Issiaka Ouédraogo,BFA,F,1.81,77,19-08-88,Ouagadougou,Grödig,Admira Wacker Mφdling,2012,Austrian
10,10,Matú Miku,SVK,F,1.80,78,08-07-91,Topoľčany,Nitra,Admira Wacker Mφdling,2012,Austrian
12,12,Stephan Auer,AUT,D,1.76,72,11-01-91,Vienna,Schwechat,Admira Wacker Mφdling,2012,Austrian
13,13,Lukas Thürauer,AUT,M,1.82,72,21-12-87,Krems,St. Pölten,Admira Wacker Mφdling,2012,Austrian
14,14,Daniel Lucas,ESP,F,1.90,82,23-05-85,Madrid,St. Pölten,Admira Wacker Mφdling,2012,Austrian
15,15,Patrick Mevoungou,CMR,M,1.77,75,15-02-86,Yaoundé,Canon Yaoundé,Admira Wacker Mφdling,2012,Austrian
16,16,Tito,ESP,M,1.71,67,02-07-88,Alcalá,Gandía,Admira Wacker Mφdling,2012,Austrian
17,17,Patrick Seeger,AUT,F,1.78,78,25-08-86,Feldkirch,SCR Altach,Admira Wacker Mφdling,2012,Austrian
19,19,Oliver Pranjic,AUT,M,1.78,66,29-09-94,Vienna,Rapid Vienna,Admira Wacker Mφdling,2012,Austrian
20,20,Benjamin Sulimani,AUT,F,1.86,78,26-09-88,Wels,Austria Vienna,Admira Wacker Mφdling,2012,Austrian
21,21,Christoph Schößwendter,AUT,D,1.92,79,16-07-88,Zell am See,SCR Altach,Admira Wacker Mφdling,2012,Austrian
22,22,Stefan Schwab,AUT,M,1.85,78,27-09-90,Saalfelden,Red Bull Juniors,Admira Wacker Mφdling,2012,Austrian
23,23,Rene Seebacher,AUT,D,1.80,68,24-07-88,Klagenfurt,FC Kärnten,Admira Wacker Mφdling,2012,Austrian
24,24,Daniel Gremsl,AUT,M,1.70,65,02-08-92,Hartberg,Hartberg,Admira Wacker Mφdling,2012,Austrian
25,25,Patrick Wessely,AUT,D,1.83,80,27-03-94,Vienna,None,Admira Wacker Mφdling,2012,Austrian
26,26,Daniel Toth,AUT,M,1.73,68,10-06-87,Vienna,SV Ried,Admira Wacker Mφdling,2012,Austrian
27,27,Thomas Ebner,AUT,D,1.80,72,22-02-92,Baden,None,Admira Wacker Mφdling,2012,Austrian
28,28,Thorsten Schick,AUT,M,1.80,72,19-05-90,Graz,SCR Altach,Admira Wacker Mφdling,2012,Austrian
29,29,Manuel Kuttin,AUT,G,1.95,94,17-12-93,Spittal an der Drau,Austria Vienna,Admira Wacker Mφdling,2012,Austrian
