,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Hugo González,MEX,G,1.83,84,01-08-90,San Luis Potosí,None,América,2013,Mexican
2,2,Francisco Rodríguez,MEX,D,1.91,79,20-10-81,Mazatlán,Stuttgart,América,2013,Mexican
3,3,Aquivaldo Mosquera,COL,D,1.84,76,22-06-81,Apartadó,Sevilla,América,2013,Mexican
4,4,Erik Pimentel,MEX,D,1.77,74,15-05-90,Coacalco,None,América,2013,Mexican
5,5,Jesús Antonio Molina,MEX,D,1.82,72,29-03-88,Hermosillo,UANL Tigres,América,2013,Mexican
6,6,Juan Carlos Valenzuela,MEX,D,1.75,72,15-05-84,Guaymas,UAG Tecos,América,2013,Mexican
7,7,Narciso Mina,ECU,F,1.79,80,25-11-82,San Lorenzo [ECU],Barcelona [ECU],América,2013,Mexican
8,8,Andrés Andrade,COL,M,1.77,73,23-02-89,Cali,Deportes Tolima,América,2013,Mexican
9,9,Raúl Jiménez,MEX,F,1.90,76,05-05-91,Tepeji,None,América,2013,Mexican
10,10,Osvaldo Martínez,PAR,M,1.67,62,08-04-86,Luque,Atlante,América,2013,Mexican
11,11,Luis Gabriel Rey,COL,F,1.82,74,20-02-80,Bucaramanga,Morelia,América,2013,Mexican
12,12,Carlos López,MEX,G,1.87,78,21-03-91,Léon,Talleres (Córdoba),América,2013,Mexican
14,14,Rubens Sambueza,ARG,M,1.74,73,01-01-84,Mariano Moreno,Estudiantes Tecos,América,2013,Mexican
15,15,Luis Mendoza,MEX,F,1.70,60,03-02-90,Monterrey,UANL Tigres,América,2013,Mexican
16,16,Adrián Aldrete,MEX,M,1.77,72,14-06-88,Guadalajara,Morelia,América,2013,Mexican
17,17,Antonio López,MEX,F,1.83,81,18-05-89,La Paz,None,América,2013,Mexican
18,18,Christian Bermúdez,MEX,M,1.63,58,26-04-87,Nezahualcóyotl,Atlante,América,2013,Mexican
19,19,Miguel Layún,MEX,M,1.78,61,25-06-88,Córdoba,Atalanta,América,2013,Mexican
20,20,Gil Cordero,MEX,M,1.61,62,13-04-92,Veracruz,Necaxa,América,2013,Mexican
22,22,Paul Aguilar,MEX,D,1.77,65,06-03-86,Concordia,Pachuca,América,2013,Mexican
23,23,Moisés Muñoz,MEX,G,1.83,83,01-02-80,Morelia,Atlante,América,2013,Mexican
24,24,Luis Pineda,MEX,G,1.86,81,28-12-92,Arcelia,None,América,2013,Mexican
25,25,Carlos Gutiérrez,MEX,D,1.69,64,03-02-90,Guadalajara,Atlas,América,2013,Mexican
26,26,Juan Carlos Medina,MEX,M,1.70,66,22-08-83,Torreón,Atlas,América,2013,Mexican
27,27,Jesús Leal,MEX,M,1.76,76,18-12-92,Culiacán,None,América,2013,Mexican
28,28,Alejandro Muñóz,MEX,M,1.76,71,17-01-92,Mexico City,None,América,2013,Mexican
29,29,Róger Llergo,MEX,F,1.82,76,31-08-91,Teapa,None,América,2013,Mexican
30,30,Omar Govea,MEX,M,1.76,68,18-01-96,San Luis Potosi,San Luis,América,2013,Mexican
1,1,Yosgart Gutiérrez,MEX,G,1.87,75,15-03-81,Ruiz Cortines,Cruz Azul,Atlante,2013,Mexican
3,3,Miguel Morales,MEX,M,1.88,84,03-05-85,Monterrey,Monterrey,Atlante,2013,Mexican
4,4,Luis Gerardo Venegas,MEX,D,1.85,81,21-06-84,San Luis Potosí,Alacranes de Durango,Atlante,2013,Mexican
5,5,José Guerrero,MEX,M,1.74,69,18-11-87,Guadalajara,None,Atlante,2013,Mexican
6,6,Alex Diego Tejado,MEX,M,1.81,80,01-07-85,Mexico City,UNAM,Atlante,2013,Mexican
