,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Guillermo Ochoa,MEX,G,1.83,73,13-07-85,Guadalajara,None,América,2009,Mexican
2,2,Ismael Rodríguez,MEX,D,1.75,68,01-10-81,Ciudad Madero,Monterrey,América,2009,Mexican
3,3,Aquivaldo Mosquera,COL,D,1.84,76,22-06-81,Apartadó,Sevilla,América,2009,Mexican
4,4,Oscar Rojas,MEX,D,1.72,70,08-02-81,Mexico City,San Luis,América,2009,Mexican
5,5,Rosinei,BRA,M,1.70,63,03-05-83,Lavrinhas,Murcia,América,2009,Mexican
6,6,Juan  Carlos Valenzuela,MEX,D,1.75,72,15-05-84,Guaymas,UAG Tecos,América,2009,Mexican
7,7,Andrés Chitiva,COL,M,1.68,60,19-08-79,Santa Fe de Bogotá,Pachuca,América,2009,Mexican
8,8,Israel Martínez,MEX,D,1.66,68,14-03-81,Mexico City,San Luis,América,2009,Mexican
10,10,Salvador Cabañas,PAR,F,1.73,78,05-08-80,Asunción,Jaguares de Chiapas,América,2009,Mexican
11,11,Daniel  Gastón Montenegro,ARG,F,1.72,76,28-03-79,Capital  Federal,Independiente,América,2009,Mexican
12,12,Armando Navarrete,MEX,G,1.78,80,22-11-80,Jacona,Atlas,América,2009,Mexican
13,13,Pável Pardo,MEX,M,1.75,70,26-07-76,Guadalajara,Stuttgart,América,2009,Mexican
14,14,Armando Sánchez,MEX,D,1.82,73,07-03-84,Mexico City,None,América,2009,Mexican
15,15,Guillermo Cerda,MEX,D,1.79,66,13-02-81,Mexico City,None,América,2009,Mexican
16,16,Rodrigo Iñigo,MEX,D,1.86,81,29-08-85,Mexico City,None,América,2009,Mexican
17,17,Manuel García,MEX,D,1.73,70,31-07-88,Cuernavaca,None,América,2009,Mexican
18,18,Ángel Reyna,MEX,M,1.68,68,19-09-84,Mexico City,San Luis,América,2009,Mexican
19,19,Fernando López,MEX,D,1.70,60,07-02-84,La Piedad,Necaxa,América,2009,Mexican
20,20,Arnhold Rivas,MEX,F,1.72,59,13-06-89,Guadalajara,UAG Tecos,América,2009,Mexican
21,21,Enrique Esqueda,MEX,F,1.75,70,19-04-88,Querétaro,None,América,2009,Mexican
22,22,Leonín Pineda,MEX,G,1.84,75,30-11-85,Arcelia,None,América,2009,Mexican
23,23,Joaquín Martínez,MEX,M,1.75,65,23-02-87,Mexico City,None,América,2009,Mexican
24,24,Daniel Márquez,MEX,F,1.88,72,18-01-80,Mexico City,None,América,2009,Mexican
25,25,Renato González,MEX,M,1.57,52,04-10-88,Mexico City,None,América,2009,Mexican
26,26,Juan Carlos Silva,MEX,M,1.71,71,06-02-88,Mexico City,None,América,2009,Mexican
27,27,Lampros Kontogiannis,MEX,M,1.82,79,01-08-88,Manzanillo,None,América,2009,Mexican
28,28,Michel García,MEX,M,1.70,72,27-08-86,Mexico City,None,América,2009,Mexican
29,29,Jean Beausejour,CHI,M,1.79,80,01-06-84,Santiago,O'Higgins,América,2009,Mexican
36,36,Ricardo Rojas,CHI,D,1.77,75,07-05-74,Vallenar,Necaxa,América,2009,Mexican
41,65,Ademar Rodríguez,MEX,D,1.75,60,23-03-90,Mexico City,None,América,2009,Mexican
1,1,Gerardo Ruíz,MEX,G,1.82,72,05-09-85,Mexico City,None,Atlante,2009,Mexican
2,2,Miguel Martínez,ARG,D,1.87,86,19-01-84,Lanús,León,Atlante,2009,Mexican
3,3,Federico Vilar,ARG,G,1.81,70,30-05-77,Junin,Acapulco,Atlante,2009,Mexican
4,4,Luis Gerardo Venegas,MEX,D,1.85,81,21-06-84,San Luis Potosí,Alacranes de Durango,Atlante,2009,Mexican
5,5,Joel González,MEX,M,1.66,65,27-01-79,Mexico City,Necaxa,Atlante,2009,Mexican
6,6,Diego Cervantes,MEX,D,1.83,70,30-08-84,Mexico City,América,Atlante,2009,Mexican
7,7,Fernando Navarro,MEX,M,1.68,64,18-04-89,Mexico City,None,Atlante,2009,Mexican
8,8,Rafael Márquez,MEX,F,1.72,68,02-11-81,Mexico City,Pachuca,Atlante,2009,Mexican
9,9,Horacio  Peralta,URU,F,1.74,69,03-06-82,Montevideo,Puebla,Atlante,2009,Mexican
10,10,Gabriel Pereyra,ARG,M,1.75,72,28-02-78,Carlos Pellegrini,Cruz Azul,Atlante,2009,Mexican
11,11,Santiago Solari,ARG,M,1.85,75,07-10-76,Rosario,San Lorenzo,Atlante,2009,Mexican
15,15,Arturo Muñóz,MEX,M,1.74,70,31-12-84,Mexico City,Colima,Atlante,2009,Mexican
16,16,Jesús Morales,MEX,F,1.73,70,18-12-85,Uruapan,Potros Chetumal,Atlante,2009,Mexican
