,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Guillermo  Ochoa,G,"5'10""",10 06,13-07-85,Guadalajara,None,América,2005,Mexican
2,2,Ismael  Rodríguez,D,"5'09""",10 10,10-01-81,Ciudad Madero,Monterrey,América,2005,Mexican
3,3,José Antonio Castro,D,"5'08""",08 09,11-08-80,Mexico City,None,América,2005,Mexican
4,4,Oscar Rojas,D,"5'08""",11 00,02-08-81,Mexico City,San Luis,América,2005,Mexican
5,5,Duilio Davino,D,"5'11""",11 11,21-03-76,León,UAG  Tecos,América,2005,Mexican
6,6,Diego  Cervantes,D,"5'08""",11  03,30-08-84,Mexico  City,San  Luis,América,2005,Mexican
7,7,Claudio  López,F,"5'10""",11 11,17-07-74,Córdoba,Lazio,América,2005,Mexican
8,8,Marco  Antonio Gómez,F,"5'07""",10  03,27-04-84,Mexico  City,None,América,2005,Mexican
9,9,Reinaldo Navia,F,"5'08""",11 00,10-05-78,Quilpue,Morelia,América,2005,Mexican
10,10,Cuauhtémoc Blanco,F,"5'10""",11 07,17-01-73,Mexico City,Veracruz,América,2005,Mexican
11,11,Irenio Soares,M,"5'07""",10 01,22-04-78,Carangola,UANL  Tigres,América,2005,Mexican
12,12,Alberto Becerra,G,"5'11""",11 07,31-01-79,Mexico City,Puebla,América,2005,Mexican
13,13,Pável Pardo,M,"5'09""",10 08,26-07-76,Guadalajara,UAG Tecos,América,2005,Mexican
14,14,Carlos Infante,D,"5'05""",08 00,14-02-82,Neza,Veracruz,América,2005,Mexican
15,15,Alfredo  Omar Tena,M,"5'07""",10  03,28-04-85,Mexico  City,None,América,2005,Mexican
16,16,Ricardo Rojas,D,"5'10""",11 00,07-05-74,Vallenar,Universidad de Chile,América,2005,Mexican
17,17,Aarón Padilla,F,"5'07""",09 06,13-08-77,Mexico City,Atlante,América,2005,Mexican
18,18,Germán Villa,M,"5'07""",11 05,02-04-73,Mexico City,Necaxa,América,2005,Mexican
20,20,Alejandro  Argüello,M,"5'08""",11 00,25-01-82,Hidalgo,None,América,2005,Mexican
21,21,Christian  Giménez,M,"5'06""",10 10,01-02-81,Resistencia,Veracruz,América,2005,Mexican
22,22,Alvin  Mendoza,M,"5'07""",10  06,27-07-84,Mexico City,None,América,2005,Mexican
23,23,Kléber Pereira,F,"5'11""",11 09,13-08-75,Peri-Mirim,Veracruz,América,2005,Mexican
25,25,Juan de Dios Ibarra,G,"6'00""",12 01,17-02-79,Culiacán,Monterrey,América,2005,Mexican
26,26,Francisco  Torres,M,"5'07""",09 06,25-09-83,León,None,América,2005,Mexican
28,28,Raúl  Alberto Salinas,D,"5'09""",10 01,16-10-78,Mexico City,Irapuato,América,2005,Mexican
2,2,Jadson  Viera,D,"6'04""",12  08,04-08-81,Santana  do Libramento,,Atlante,2005,Mexican
3,3,Federico Vilar,G,"5'11""",11 00,30-05-77,Junin,Acapulco,Atlante,2005,Mexican
4,4,Diego  Ramírez,D,"5'05""",10 03,04-10-81,Mexico City,Acapulco,Atlante,2005,Mexican
5,5,Horacio Cervantes,D,"6'03""",12 04,17-10-81,Mexico City,UNAM,Atlante,2005,Mexican
6,6,Francisco Cati,D,"5'10""",12  13,18-12-81,Mexico  City,Dorados  de Sinaloa,Atlante,2005,Mexican
7,7,Daniel  Alcántar,D,"5'07""",09  06,02-05-76,León,Irapuato,Atlante,2005,Mexican
8,8,Víctor Pacheco,M,"5'05""",10 08,24-09-74,Barranquilla,Independiente,Atlante,2005,Mexican
9,9,Sebastián  González,F,"5'08""",10 08,14-12-78,Vina del Mar,Colo Colo,Atlante,2005,Mexican
10,10,Patricio Galaz,F,"5'07""",10 06,31-12-76,Santiago,Cobreloa,Atlante,2005,Mexican
11,11,Juan  Falcón,M,"5'07""",10  06,19-11-79,General  Villegas,Racing  Club,Atlante,2005,Mexican
13,13,Carlos Zaragoza,D,"5'08""",10 10,13-01-84,Irapuato,None,Atlante,2005,Mexican
14,14,Gerardo Espinoza,M,"5'07""",09 06,19-03-78,Mexico City,Potros Zitacuaro,Atlante,2005,Mexican
16,16,Omar  Cervantes,M,"5'10""",11  05,27-09-85,Ecatepec,None,Atlante,2005,Mexican
18,18,Ángel  Servando García,D,"5'08""",10  03,31-08-81,Zapopan,Irapuato,Atlante,2005,Mexican
19,19,Jorge  Alberto Gallegos,F,"5'10""",11  03,04-08-80,Mexico  City,,Atlante,2005,Mexican
20,20,Osvaldo Lucas,D,"5'10""",11 09,28-05-77,Tampico,Irapuato,Atlante,2005,Mexican
21,21,Julio  Mercado,D,"5'10""",11  03,04-09-83,Mexico  City,,Atlante,2005,Mexican
22,22,Rafael Cuevas,G,"5'09""",10 10,16-06-80,Cuernavaca,Acapulco,Atlante,2005,Mexican
24,24,Emiliano  Rodríguez,D,"5'07""",10  01,04-02-86,Mexico  City,None,Atlante,2005,Mexican
25,25,Noé  Gil,M,"5'07""",12  01,19-11-81,Mexico  City,,Atlante,2005,Mexican
27,27,Claudio  Vázquez,M,"5'07""",10 10,06-04-82,Mexico City,,Atlante,2005,Mexican
29,29,Andrés Ugalde,M,"5'09""",11 07,29-11-80,Mexico City,,Atlante,2005,Mexican
30,30,Mario  Hernández,D,"6'00""",11 05,24-01-79,Monterrey,Zacatecas,Atlante,2005,Mexican
32,32,Isaac  Fierros,F,"5'10""",11  05,03-11-82,Villahermosa,,Atlante,2005,Mexican
33,33,Jorge  Collazo,M,"5'06""",09  11,04-09-77,Mexico City,,Atlante,2005,Mexican
34,34,Ignacio Hierro,D,"5'11""",10 08,22-06-78,Mexico City,Puebla,Atlante,2005,Mexican
35,35,Roberto  Nurse,F,"6'00""",12  06,16-12-83,Mexico City,,Atlante,2005,Mexican
36,36,Francisco  Silva,F,"5'07""",10  03,16-03-83,Celaya,Santos  Laguna,Atlante,2005,Mexican
41,50,Omar Bonilla,F,"5'04""",09 06,02-08-84,Mexico City,,Atlante,2005,Mexican
42,62,José  María Cárdenas,F,"5'05""",10  08,02-04-85,Zacatecas,None,Atlante,2005,Mexican
43,99,Anuar  Gómez,F,"5'10""",10  06,03-12-81,Monterrey,UNAM,Atlante,2005,Mexican
3,3,Juan  García,D,"5'09""",10 12,18-02-80,Guadalajara,Bachilleres,Atlas,2005,Mexican
4,4,Omar Flores,D,"6'01""",10 08,06-05-79,Acapulco,Queretaro,Atlas,2005,Mexican
5,5,Guillermo  Rodríguez,M,"6'00""",12  01,21-03-84,Montevideo,Danubio,Atlas,2005,Mexican
6,6,Juan Valenzuela,M,"5'10""",10 10,15-05-84,Guaymas,,Atlas,2005,Mexican
7,7,Manuel  Pérez,M,"5'07""",10 12,22-01-80,Guadalajara,Cihuatlán,Atlas,2005,Mexican
8,8,Juan Medina,M,"5'07""",10 08,22-08-83,Torreón,None,Atlas,2005,Mexican
9,9,Marcelo  Macedo,F,"5'10""",11  05,01-02-83,Petrópolis,Juventude,Atlas,2005,Mexican
10,10,Danilo  Vergne,M,"5'09""",10  12,15-10-81,Bahía,,Atlas,2005,Mexican
11,11,Daniel Osorno,F,"5'08""",10 10,16-03-79,El Salto,Monterrey,Atlas,2005,Mexican
12,12,Antonio  Pérez,G,"6'00""",12 04,16-04-78,Guadalajara,Tijuana,Atlas,2005,Mexican
13,13,Denilson  Santos,M,"5'09""",12  08,04-09-76,Salvador,,Atlas,2005,Mexican
14,14,Carlos  Balcázar,M,"5'09""",11 07,01-09-84,Guadalajara,None,Atlas,2005,Mexican
15,15,Fabrico  Fuentes,D,"6'00""",12  11,13-10-76,Río  Cuarto,,Atlas,2005,Mexican
16,16,Hugo  Ayala,D,"6'00""",11  08,31-03-87,Morelia,None,Atlas,2005,Mexican
17,17,Andrés Guardado,M,"5'07""",09  06,28-09-86,Guadalajara,None,Atlas,2005,Mexican
18,18,Daniel Herrera,D,"5'07""",10 01,24-03-82,Guadalajara,,Atlas,2005,Mexican
19,19,Mauricio Romero,F,"6'00""",11 03,02-02-83,León,,Atlas,2005,Mexican
20,20,Rafael  García,M,"5'09""",10 03,14-08-74,Mexico City,Cruz  Azul,Atlas,2005,Mexican
21,21,Juan Santiago,D,"6'00""",10 08,25-08-80,Zapotiltic,Veracruz,Atlas,2005,Mexican
23,23,César Gradito,M,"5'05""",09 04,01-01-79,Córdoba,Cihuatlán,Atlas,2005,Mexican
24,24,Gregorio  Torres,M,"5'07""",11  05,03-09-85,Guadalajara,None,Atlas,2005,Mexican
25,25,Armando Navarrete,G,"5'11""",09 11,22-11-80,Jacona,Veracruz,Atlas,2005,Mexican
26,26,Christian  Valdéz,M,"5'09""",09 08,05-05-84,Mazatlán,None,Atlas,2005,Mexican
27,27,Jaime  Durán,D,"5'09""",11 00,02-12-81,El Grullo,None,Atlas,2005,Mexican
28,28,Luis Robles,D,"5'07""",10 03,22-09-86,Amacueca,None,Atlas,2005,Mexican
