,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Hugo González,MEX,G,1.83,84,01-08-90,San Luis Potosí,None,América,2015,Mexican
2,2,Paolo Goltz,ARG,D,1.84,80,12-05-85,Hasenkamp,Lanús,América,2015,Mexican
3,3,Gil Burón,MEX,D,1.66,68,11-06-94,Mexico City,None,América,2015,Mexican
4,4,Erik Pimentel,MEX,D,1.77,74,15-05-90,Coacalco,None,América,2015,Mexican
5,5,Javier Güemez,MEX,M,1.74,77,17-10-91,Culiacán,Tijuana,América,2015,Mexican
6,6,Miguel Samudio,PAR,D,1.75,76,24-08-86,Capiatá,Libertad,América,2015,Mexican
7,7,Adrián Marín,MEX,F,1.68,60,13-05-94,Monterrey,Chiapas,América,2015,Mexican
8,8,Andrés Andrade,COL,M,1.77,73,23-02-89,Cali,Deportes Tolima,América,2015,Mexican
9,9,Darío Benedetto,ARG,F,1.75,75,10-01-86,Berazategui,Tijuana,América,2015,Mexican
10,10,Osvaldo Martínez,PAR,M,1.67,62,08-04-86,Luque,Atlante,América,2015,Mexican
11,11,Michael Arroyo,ECU,M,1.67,63,23-04-87,Guayaquil,Atlante,América,2015,Mexican
12,12,Pablo Aguilar,PAR,D,1.80,75,02-04-87,Luque,Tijuana,América,2015,Mexican
13,13,Luis Pineda,MEX,G,1.86,81,28-12-92,Arcelia,None,América,2015,Mexican
14,14,Rubens Sambueza,ARG,M,1.74,73,01-01-84,Mariano Moreno,Estudiantes Tecos,América,2015,Mexican
15,15,Osmar Mares,MEX,D,1.69,64,17-06-87,Torreón,Santos Laguna,América,2015,Mexican
16,16,Alfonso Sánchez,MEX,F,1.85,76,16-06-94,Aguascalientes,None,América,2015,Mexican
17,17,Ventura Alvarado,USA,D,1.81,71,16-08-92,Phoenix,None,América,2015,Mexican
18,18,Jonathan Sánchez,MEX,D,1.82,79,13-03-94,Ciudad Valles,None,América,2015,Mexican
19,19,Martín Zúñiga,MEX,F,1.80,69,14-04-93,Tapachula,None,América,2015,Mexican
21,21,José Guerrero,MEX,M,1.74,69,18-11-87,Guadalajara,Atlante,América,2015,Mexican
22,22,Paul Aguilar,MEX,D,1.77,65,06-03-86,Concordia,Pachuca,América,2015,Mexican
23,23,Moisés Muñoz,MEX,G,1.83,83,01-02-80,Morelia,Atlante,América,2015,Mexican
24,24,Oribe Peralta,MEX,F,1.78,70,12-01-84,Torreón,Santos Laguna,América,2015,Mexican
26,26,Francisco Rivera,MEX,M,1.69,60,23-09-94,San Luis Potosí,None,América,2015,Mexican
31,31,Carlos Darwin Quintero,COL,F,1.66,64,18-09-87,Tumaco,Santos Laguna,América,2015,Mexican
41,284,Bryan Colula,MEX,D,1.76,68,06-04-96,Xalapa,None,América,2015,Mexican
42,286,Alejandro Díaz,MEX,F,1.70,66,27-01-96,Mexico City,None,América,2015,Mexican
43,301,Víctor Rodríguez,MEX,M,1.63,62,14-04-95,El Mante,None,América,2015,Mexican
44,302,Carlos Rosel,MEX,M,1.67,68,31-08-95,Mérida,None,América,2015,Mexican
45,303,Daniel Vázquez,MEX,M,1.71,65,18-05-95,Mexico City,None,América,2015,Mexican
1,1,Miguel Pinto,CHI,G,1.80,73,04-07-83,Santiago,Universidad de Chile,Atlas,2015,Mexican
2,2,Iván Pineda,MEX,D,1.75,77,22-07-92,Ciudad Victoria,León,Atlas,2015,Mexican
4,4,Greg Garza,USA,D,1.72,66,16-08-91,Grapevine,Tijuana,Atlas,2015,Mexican
5,5,Walter Kannemann,ARG,D,1.83,77,14-03-91,Concepción del Uruguay,San Lorenzo,Atlas,2015,Mexican
6,6,Juan Carlos Valenzuela,MEX,D,1.75,72,15-05-84,Guaymas,América,Atlas,2015,Mexican
7,7,Juan de Díos Hernández,MEX,F,1.74,75,04-01-86,Mexico City,Tijuana,Atlas,2015,Mexican
8,8,Daniel Álvarez,MEX,F,1.76,60,22-07-94,Guadalajara,None,Atlas,2015,Mexican
9,9,Gonzalo Bergessio,ARG,F,1.78,72,20-07-84,Córdoba,Sampdoria,Atlas,2015,Mexican
11,11,Faustino Arizala,COL,F,1.80,77,04-06-86,Magüi Payán,León,Atlas,2015,Mexican
12,12,Rodolfo Vilchis,MEX,M,1.67,55,15-09-89,Zitácuaro,Querétaro,Atlas,2015,Mexican
13,13,Jorge Zárate,MEX,M,1.68,60,20-01-92,San Luis Potosí,Morelia,Atlas,2015,Mexican
14,14,Daniel Hernández,MEX,F,1.75,65,16-02-94,San Juan del Río,Atlanta,Atlas,2015,Mexican
15,15,Arturo González,MEX,M,1.73,64,05-09-94,Reynosa,None,Atlas,2015,Mexican
17,17,Rodolfo Salinas,MEX,M,1.76,69,29-08-87,Durango,Santos Laguna,Atlas,2015,Mexican
18,18,Aldo Ramírez,COL,M,1.74,73,18-04-81,Santa Marta,Morelia,Atlas,2015,Mexican
