,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Guillermo Ochoa,MEX,G,1.83,73,13-07-85,Guadalajara,None,América,2010,Mexican
2,2,Ismael Rodríguez,MEX,D,1.75,68,01-10-81,Ciudad Madero,Monterrey,América,2010,Mexican
3,3,Aquivaldo Mosquera,COL,D,1.84,76,22-06-81,Apartadó,Sevilla,América,2010,Mexican
4,4,Oscar Rojas,MEX,D,1.72,70,08-02-81,Mexico City,San Luis,América,2010,Mexican
5,5,Rosinei,BRA,M,1.70,63,03-05-83,Lavrinhas,Murcia,América,2010,Mexican
6,6,Juan  Carlos Valenzuela,MEX,D,1.75,72,15-05-84,Guaymas,UAG Tecos,América,2010,Mexican
7,7,Luis Alonso Sandoval,MEX,F,1.76,67,27-09-81,Guadalajara,Morelia,América,2010,Mexican
8,8,Israel Martínez,MEX,D,1.66,68,14-03-81,Mexico City,San Luis,América,2010,Mexican
9,9,Enrique Esqueda,MEX,F,1.75,70,19-04-88,Querétaro,None,América,2010,Mexican
10,10,Daniel  Gastón Montenegro,ARG,F,1.72,76,28-03-79,Capital  Federal,Independiente,América,2010,Mexican
11,11,Vicente Sánchez,URU,F,1.70,63,07-12-79,Montevideo,Schalke,América,2010,Mexican
12,12,Armando Navarrete,MEX,G,1.78,80,22-11-80,Jacona,Atlas,América,2010,Mexican
13,13,Pável Pardo,MEX,M,1.75,70,26-07-76,Guadalajara,Stuttgart,América,2010,Mexican
14,14,Jesús Sánchez,MEX,D,1.85,72,07-03-84,Mexico City,None,América,2010,Mexican
15,15,Guillermo Cerda,MEX,D,1.79,66,13-02-81,Mexico City,None,América,2010,Mexican
16,16,Diego Cervantes,MEX,D,1.83,70,30-08-84,Mexico City,San Luis,América,2010,Mexican
18,18,Ángel Reyna,MEX,M,1.68,68,19-09-84,Mexico City,San Luis,América,2010,Mexican
19,19,Miguel Layún,MEX,M,1.78,61,25-06-88,Córdoba,Atalanta,América,2010,Mexican
21,21,Arnhold Rivas,MEX,F,1.72,59,13-06-89,Guadalajara,UAG Tecos,América,2010,Mexican
22,22,Leonín Pineda,MEX,G,1.84,75,30-11-85,Arcelia,None,América,2010,Mexican
23,23,Joaquín Martínez,MEX,M,1.75,65,23-02-87,Mexico City,None,América,2010,Mexican
24,24,Daniel Márquez,MEX,F,1.88,72,18-01-80,Mexico City,None,América,2010,Mexican
25,25,Renato González,MEX,M,1.57,52,04-10-88,Mexico City,None,América,2010,Mexican
26,26,Juan Carlos Silva,MEX,M,1.71,71,06-02-88,Mexico City,None,América,2010,Mexican
27,27,Antonio López,MEX,F,1.83,81,18-05-89,La Paz,None,América,2010,Mexican
28,28,Michel García,MEX,M,1.70,72,27-08-86,Mexico City,None,América,2010,Mexican
30,30,Matías Vuoso,MEX,F,1.75,79,03-11-81,Mar del Plata,Santos Laguna,América,2010,Mexican
31,31,Isaác Acuña,MEX,M,1.86,82,18-08-89,Imperial,None,América,2010,Mexican
32,32,Hugo González,MEX,G,1.83,84,01-08-90,San Luis Potosí,None,América,2010,Mexican
33,33,Patricio Treviño,MEX,D,1.84,72,28-12-89,Mexico City,None,América,2010,Mexican
34,34,Elohe Solórzano,MEX,M,1.67,66,30-05-89,Valle de Bravo,None,América,2010,Mexican
35,35,Julio Robledo,MEX,M,1.75,71,01-01-89,Cuernavaca,None,América,2010,Mexican
41,43,George Corral,MEX,D,1.74,64,18-07-90,Ecatepec,None,América,2010,Mexican
42,134,Diego Reyes,MEX,D,1.85,64,19-09-92,Mexico City,None,América,2010,Mexican
1,1,Antonio Pérez,MEX,G,1.83,82,16-04-78,Guadalajara,Leon,Atlante,2010,Mexican
2,2,Líder Mármol,PAR,D,1.86,78,02-10-85,Dr Juan León Mallorquín,San Martín (San Juan),Atlante,2010,Mexican
4,4,Luis Gerardo Venegas,MEX,D,1.85,81,21-06-84,San Luis Potosí,Alacranes de Durango,Atlante,2010,Mexican
5,5,Óscar Recio,MEX,D,1.75,73,23-06-89,Monterrey,Monterrey,Atlante,2010,Mexican
6,6,Edgar Iván Solís,MEX,M,1.73,59,05-03-87,Guadalajara,Guadalajara,Atlante,2010,Mexican
7,7,Fernando Navarro,MEX,M,1.68,64,18-04-89,Mexico City,None,Atlante,2010,Mexican
8,8,Alex Diego Tejado,MEX,M,1.81,80,01-07-85,Mexico City,UNAM,Atlante,2010,Mexican
9,9,Ulises Mendivil,MEX,F,1.85,82,03-09-80,San Carlos,Pachuca,Atlante,2010,Mexican
10,10,Johan Fano,PER,F,1.77,70,09-08-78,Huánuco,Once Caldas,Atlante,2010,Mexican
11,11,Santiago Solari,ARG,M,1.85,75,07-10-76,Rosario,San Lorenzo,Atlante,2010,Mexican
13,13,Mathias Cardaccio,URU,M,1.70,71,02-10-87,Montevideo,Milan,Atlante,2010,Mexican
14,14,Ignacio Carrasco,MEX,M,1.67,69,30-01-82,Morelia,Morelia,Atlante,2010,Mexican
15,15,Arturo Muñóz,MEX,M,1.74,70,31-12-84,Mexico City,Colima,Atlante,2010,Mexican
16,16,Sonny Guadarrama,USA,M,1.69,68,27-03-87,Austin,Mérida [MEX],Atlante,2010,Mexican
17,17,José Guerrero,MEX,M,1.74,69,18-11-87,Guadalajara,None,Atlante,2010,Mexican
