,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Guillermo Ochoa,G,"5'10""",10 06,13-07-85,Guadalajara,None,América,2006,Mexican
2,2,Ismael Rodríguez,D,"5'09""",10 10,01-10-81,Ciudad Madero,Monterrey,América,2006,Mexican
3,3,José Antonio Castro,D,"5'08""",08 09,08-11-80,Mexico City,None,América,2006,Mexican
4,4,Oscar Rojas,D,"5'08""",11 00,08-02-81,Mexico City,San Luis,América,2006,Mexican
5,5,Duilio Davino,D,"5'11""",11 11,21-03-76,León,UAG Tecos,América,2006,Mexican
6,6,Diego  Alberto Cervantes,D,"5'08""",11 03,30-08-84,Mexico City,San Luis,América,2006,Mexican
7,7,Claudio López,F,"5'10""",11 11,17-07-74,Córdoba,Lazio,América,2006,Mexican
8,8,Matías Vuoso,F,"5'09""",12 06,11-03-81,Mar del Plata,Santos Laguna,América,2006,Mexican
9,9,Salvador Cabañas,F,"5'08""",12 04,05-08-80,Asunción,Jaguares de Chiapas,América,2006,Mexican
10,10,Cuauhtémoc Blanco,F,"5'10""",11 07,17-01-73,Mexico City,Veracruz,América,2006,Mexican
12,12,Alberto Becerra,G,"5'11""",11 07,31-01-79,Mexico City,Puebla,América,2006,Mexican
14,14,Carlos Infante,D,"5'05""",08 00,14-02-82,Neza,Veracruz,América,2006,Mexican
16,16,Ricardo Rojas,D,"5'10""",11 00,05-07-74,Vallenar,Universidad de Chile,América,2006,Mexican
17,17,Ignacio Torres,M,"5'07""",09 06,25-09-83,Mexico City,Tampico,América,2006,Mexican
18,18,Germán Villa,M,"5'07""",11 05,04-02-73,Mexico City,Necaxa,América,2006,Mexican
19,19,Fabián Peña,M,"5'09""",10 03,19-06-73,Nuevo Laredo,Necaxa,América,2006,Mexican
20,20,Alejandro Argüello,M,"5'08""",11 00,25-01-82,Hidalgo,None,América,2006,Mexican
22,22,Alvin Mendoza,M,"5'07""",10 06,27-07-84,Mexico City,None,América,2006,Mexican
23,23,Nelson Cuevas,F,"5'08""",09 13,10-01-80,Asunción,River Plate,América,2006,Mexican
28,28,Raúl Salinas,D,"5'09""",10 01,16-10-78,Mexico City,Irapuato,América,2006,Mexican
30,30,Armando Navarrete,G,"5'11""",09 11,22-11-80,Jacona,Atlas,América,2006,Mexican
41,52,Juan  Carlos Mosqueda,M,"5'05""",09  11,17-04-85,Mexico  City,None,América,2006,Mexican
42,54,Enrique Esqueda,M,"5'09""",10  03,19-04-88,Querétaro,None,América,2006,Mexican
43,55,Santiago Fernández,F,"6'00""",11  05,07-03-85,Ciudad de México,None,América,2006,Mexican
3,3,Federico Vilar,G,"5'11""",11 00,30-05-77,Junin,Acapulco,Atlante,2006,Mexican
4,4,David Oteo,D,"5'10""",11 05,27-07-73,Mexico City,Toluca,Atlante,2006,Mexican
5,5,Horacio Cervantes,D,"6'03""",12 04,17-10-81,Mexico City,UNAM,Atlante,2006,Mexican
6,6,Eduardo Rergis,M,"5'10""",11 00,31-12-80,Mexico City,Pachuca,Atlante,2006,Mexican
7,7,Daniel Alcántar,D,"5'07""",09 06,05-02-76,León,Irapuato,Atlante,2006,Mexican
8,8,Gustavo Biscayzacú,F,"5'07""",11 05,10-05-78,Montevideo,Veracruz,Atlante,2006,Mexican
9,9,Jesús Olalde,F,"5'08""",10 08,05-05-74,Mexico City,UANL Tigres,Atlante,2006,Mexican
10,10,Patricio Galaz,F,"5'07""",10 06,31-12-76,Santiago,Cobreloa,Atlante,2006,Mexican
11,11,Juan Falcón,M,"5'07""",10 06,19-11-79,General Villegas,Racing Club,Atlante,2006,Mexican
13,13,Mirsha Serrano,M,"5'08""",10 06,05-02-79,Acapulco,UAG Tecos,Atlante,2006,Mexican
14,14,Gerardo Espinoza,M,"5'07""",09 06,19-03-78,Mexico City,Potros Zitacuaro,Atlante,2006,Mexican
15,15,Javier Muñoz Mustafá,D,"5'11""",12 04,06-11-80,Firmat,Santos Laguna,Atlante,2006,Mexican
16,16,Israel Vargas,M,"5'09""",10 04,06-03-84,Mexico City,Naucalpan,Atlante,2006,Mexican
17,17,Oscar Pelayo,M,"6'02""",11 07,19-09-85,Ameca,None,Atlante,2006,Mexican
18,18,Christian Bermúdez,M,"5'04""",09 02,26-04-87,Nezahualcóyotl,None,Atlante,2006,Mexican
19,19,Miguel Barrón,F,"5'06""",10 01,15-08-87,Mexico City,None,Atlante,2006,Mexican
20,20,Prudencio Vargas,M,"5'07""",09 13,05-12-84,Tuxtepec,None,Atlante,2006,Mexican
21,21,Rodolfo Espinoza,M,"5'08""",10 10,14-06-81,Mexico City,Necaxa,Atlante,2006,Mexican
22,22,Rafael Cuevas,G,"5'09""",10 10,16-06-80,Cuernavaca,Acapulco,Atlante,2006,Mexican
23,23,Martín Calderón,F,"5'09""",10 12,12-03-79,Veracruz,Veracruz,Atlante,2006,Mexican
24,24,Christian Romero,M,"5'11""",11 09,21-06-86,Mexico City,None,Atlante,2006,Mexican
25,25,Hugo Gutiérrez,M,"5'07""",11 03,07-06-83,Guadalajara,Tampico,Atlante,2006,Mexican
26,26,Chrystian Araiza,M,"6'01""",11 05,24-01-85,Puerto Vallarta,None,Atlante,2006,Mexican
27,27,José Guerrero,F,"5'09""",10 12,18-11-87,Guadalajara,None,Atlante,2006,Mexican
28,28,Jesús Mendoza,F,"5'10""",11 00,01-10-79,Mexico City,San Luis,Atlante,2006,Mexican
29,29,Andrés Ugalde,M,"5'09""",11 07,29-11-80,Mexico City,Acapulco,Atlante,2006,Mexican
30,30,Mario Hernández,D,"6'00""",11 05,24-01-79,Monterrey,Zacatecas,Atlante,2006,Mexican
32,32,José Quezada,M,"5'07""",09 11,24-03-86,Mexico City,None,Atlante,2006,Mexican
34,34,Gerardo Ruiz,G,"6'00""",11 05,05-09-85,Mexico City,None,Atlante,2006,Mexican
1,1,Mario Rodríguez,G,"6'02""",12 04,18-02-78,Torreón,UAG Tecos,Atlas,2006,Mexican
3,3,Denis Caniza,D,"5'09""",11 00,29-08-74,Bella Vista,Cruz Azul,Atlas,2006,Mexican
4,4,Luis Robles,D,"5'07""",10 03,22-09-86,Amacueca,None,Atlas,2006,Mexican
6,6,Juan  Carlos Valenzuela,M,"5'10""",10 10,15-05-84,Guaymas,None,Atlas,2006,Mexican
7,7,Manuel Pérez,M,"5'07""",10 12,22-01-80,Guadalajara,Cihuatlán,Atlas,2006,Mexican
8,8,Juan  Carlos Medina,M,"5'07""",10 08,22-08-83,Torreón,None,Atlas,2006,Mexican
9,9,Hugo Rodallega,F,"6'00""",11 05,25-07-85,El Carmelo,Monterrey,Atlas,2006,Mexican
10,10,César Pereyra,F,"5'07""",10 10,23-11-81,Villa Ocampo,Independiente,Atlas,2006,Mexican
11,11,Daniel Osorno,F,"5'08""",10 10,16-03-79,El Salto,Monterrey,Atlas,2006,Mexican
12,12,Antonio Pérez,G,"6'00""",12 04,16-04-78,Guadalajara,Tijuana,Atlas,2006,Mexican
14,14,Carlos Balcázar,M,"5'09""",11 07,01-09-84,Guadalajara,None,Atlas,2006,Mexican
