,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Hugo González,MEX,G,1.83,84,01-08-90,San Luis Potosí,None,América,2014,Mexican
2,2,Paolo Goltz,ARG,D,1.84,80,12-05-85,Hasenkamp,Lanús,América,2014,Mexican
4,4,Erik Pimentel,MEX,D,1.77,74,15-05-90,Coacalco,None,América,2014,Mexican
5,5,Jesús Antonio Molina,MEX,M,1.82,72,29-03-88,Hermosillo,UANL Tigres,América,2014,Mexican
6,6,Juan Carlos Valenzuela,MEX,D,1.75,72,15-05-84,Guaymas,UAG Tecos,América,2014,Mexican
7,7,Luis Mendoza,MEX,M,1.70,60,03-02-90,Monterrey,UANL Tigres,América,2014,Mexican
8,8,Moisés Velasco,MEX,M,1.72,69,19-10-89,Tijuana,Toluca,América,2014,Mexican
10,10,Osvaldo Martínez,PAR,M,1.67,62,08-04-86,Luque,Atlante,América,2014,Mexican
11,11,Michael Arroyo,ECU,M,1.67,63,23-04-87,Guayaquil,Atlante,América,2014,Mexican
12,12,Pablo Aguilar,PAR,D,1.80,75,02-04-87,Luque,Tijuana,América,2014,Mexican
13,13,Luis Pineda,MEX,G,1.86,81,28-12-92,Arcelia,None,América,2014,Mexican
14,14,Rubens Sambueza,ARG,M,1.74,73,01-01-84,Mariano Moreno,Estudiantes Tecos,América,2014,Mexican
15,15,Osmar Mares,MEX,D,1.69,64,17-06-87,Torreón,Santos Laguna,América,2014,Mexican
16,16,Jesús Leal,MEX,D,1.76,76,18-12-92,Culiacán,None,América,2014,Mexican
17,17,Ventura Alvarado,USA,D,1.81,71,16-08-92,Phoenix,None,América,2014,Mexican
18,18,Luis Gabriel Rey,COL,F,1.82,74,20-02-80,Bucaramanga,Morelia,América,2014,Mexican
19,19,Miguel Layún,MEX,D,1.78,61,25-06-88,Córdoba,Atalanta,América,2014,Mexican
20,20,Gonzalo Díaz,ARG,M,1.70,70,01-03-90,Godoy Cruz,Defensa y Justicia,América,2014,Mexican
21,21,José Guerrero,MEX,M,1.74,69,18-11-87,Guadalajara,Atlante,América,2014,Mexican
22,22,Paul Aguilar,MEX,D,1.77,65,06-03-86,Concordia,Pachuca,América,2014,Mexican
23,23,Moisés Muñoz,MEX,G,1.83,83,01-02-80,Morelia,Atlante,América,2014,Mexican
24,24,Oribe Peralta,MEX,F,1.78,70,12-01-84,Torreón,Santos Laguna,América,2014,Mexican
27,27,Antonio Madueña,MEX,M,1.80,66,29-05-90,Mexicali,Tijuana,América,2014,Mexican
28,28,Martín Zúñiga,MEX,F,1.80,69,14-04-93,Tapachula,None,América,2014,Mexican
1,1,Edgar Castillo,USA,D,1.75,56,10-08-86,Las Cruces,Tijuana,Atlas,2014,Mexican
2,2,Enrique Pérez,MEX,D,1.68,67,13-10-88,Zinapécuaro,Morelia,Atlas,2014,Mexican
3,3,Federico Vilar,ARG,G,1.81,70,30-05-77,Junin,Morelia,Atlas,2014,Mexican
4,4,Luis Gerardo Venegas,MEX,D,1.85,81,21-06-84,San Luis Potosí,Atlante,Atlas,2014,Mexican
5,5,Facundo Erpen,ARG,D,1.83,81,19-05-83,Gualeguaychu,Instituto (Córdoba),Atlas,2014,Mexican
6,6,Jesús Chávez,MEX,D,1.84,78,26-04-86,Torreón,Puebla,Atlas,2014,Mexican
7,7,Oscar Razo,MEX,D,1.79,76,09-04-84,Irapuato,Jaguares de Chiapas,Atlas,2014,Mexican
8,8,Aldo Ramírez,COL,M,1.74,73,18-04-81,Santa Marta,Morelia,Atlas,2014,Mexican
9,9,Luis Caballero,PAR,F,1.83,86,22-04-90,Asunción,Krylia Sovetov,Atlas,2014,Mexican
10,10,Maikon Leite,BRA,F,1.68,62,03-08-88,Mogi das Cruzes,Palmeiras,Atlas,2014,Mexican
11,11,Édson Rivera,MEX,F,1.81,80,04-11-91,Guadalajara,Sporting Braga,Atlas,2014,Mexican
13,13,Jahir Barraza,MEX,F,1.81,69,17-09-90,Delicias,None,Atlas,2014,Mexican
14,14,Carlos Treviño,MEX,M,1.74,69,19-04-93,Monterrey,None,Atlas,2014,Mexican
15,15,Arturo González,MEX,M,1.73,64,05-09-94,Reynosa,None,Atlas,2014,Mexican
16,16,Sergio Amaury Ponce,MEX,D,1.79,73,13-08-81,Tepic,Guadalajara,Atlas,2014,Mexican
17,17,Rodolfo Vilchis,MEX,M,1.67,55,15-09-89,Zitácuaro,Querétaro,Atlas,2014,Mexican
18,18,Juan de Díos Hernández,MEX,F,1.74,75,04-01-86,Mexico City,Tijuana,Atlas,2014,Mexican
19,19,Edy Germán Brambila,MEX,M,1.70,65,15-01-86,Tepic,Toluca,Atlas,2014,Mexican
20,20,Rodrigo Millar,CHI,M,1.83,75,03-11-81,Arauco,Colo-Colo,Atlas,2014,Mexican
21,21,Alan López,MEX,G,1.88,82,21-06-90,Guadalajara,None,Atlas,2014,Mexican
22,22,Pablo Mascareñas,MEX,M,1.71,69,04-08-89,Ciudad Madero,Altamira,Atlas,2014,Mexican
23,23,Enrique Esqueda,MEX,F,1.75,70,19-04-88,Querétaro,Pachuca,Atlas,2014,Mexican
26,26,Juan Carlos Medina,MEX,M,1.70,66,22-08-83,Torreón,América,Atlas,2014,Mexican
28,28,Martín Barragán,MEX,F,1.79,75,14-07-91,Tizapán El Alto,None,Atlas,2014,Mexican
30,30,Miguel Ángel Fraga,MEX,G,1.87,76,03-09-87,Morelia,Morelia,Atlas,2014,Mexican
1,1,César Lozano,MEX,G,1.79,78,31-05-77,Mexico City,Toluca,Chiapas,2014,Mexican
2,2,Javier Muñoz Mustafá,ARG,D,1.78,73,11-06-80,Firmat,San Luis,Chiapas,2014,Mexican
3,3,William Paredes,MEX,D,1.66,63,09-09-85,Mérida,Puebla,Chiapas,2014,Mexican
4,4,Edgar Dueñas,MEX,D,1.85,85,03-05-83,Mexico City,Toluca,Chiapas,2014,Mexican
5,5,Diego de la Torre,MEX,M,1.79,72,05-02-84,San Luis Potosí,Querétaro,Chiapas,2014,Mexican
7,7,Luis Ernesto Pérez,MEX,M,1.71,70,12-01-81,Mexico City,Guadalajara,Chiapas,2014,Mexican
8,8,Christian Bermúdez,MEX,M,1.63,58,26-04-87,Nezahualcóyotl,América,Chiapas,2014,Mexican
9,9,Alberto Medina,MEX,M,1.72,63,29-05-83,Culiacán,Puebla,Chiapas,2014,Mexican
10,10,Andrés Andrade,COL,M,1.77,73,23-02-89,Cali,América,Chiapas,2014,Mexican
11,11,Faustino Arizala,COL,F,1.80,77,04-06-86,Magüi Payán,León,Chiapas,2014,Mexican
